GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,MP1E001,MUVE001,MUVE002,MUVE003,MUVE004,MUVE005,MUVE006,MUVE007,MUVE008,MUVE009,MUVE010,MUVE011,NAME_M,MP1M001,MUVM001,MUVM002,MUVM003,MUVM004,MUVM005,MUVM006,MUVM007,MUVM008,MUVM009,MUVM010,MUVM011
"G2701430","2007-2011","MN",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27143",,,"Sibley County, Minnesota",52482,1175,55,166,143,117,132,97,51,96,144,174,"Sibley County, Minnesota",1280,141,37,50,43,41,61,43,25,68,56,45
"G2701450","2007-2011","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27145",,,"Stearns County, Minnesota",53035,15464,628,1296,1959,1674,1564,1349,1013,1113,3965,903,"Stearns County, Minnesota",1203,660,203,273,322,277,312,267,191,246,406,160
"G2701470","2007-2011","MN",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27147",,,"Steele County, Minnesota",57290,3085,113,310,283,328,384,424,248,241,565,189,"Steele County, Minnesota",1902,243,50,101,89,121,138,148,88,110,158,71
"G2701490","2007-2011","MN",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27149",,,"Stevens County, Minnesota",47712,1119,123,76,137,120,74,104,73,63,260,89,"Stevens County, Minnesota",4958,151,50,51,61,52,54,74,47,44,74,37
"G2701510","2007-2011","MN",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27151",,,"Swift County, Minnesota",43846,1117,49,111,189,122,231,79,43,48,104,141,"Swift County, Minnesota",2785,219,42,62,71,67,98,46,47,36,41,50
"G2701530","2007-2011","MN",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27153",,,"Todd County, Minnesota",44202,1741,95,134,197,176,136,140,55,93,398,317,"Todd County, Minnesota",1983,186,47,55,60,84,69,60,31,41,144,64
"G2701550","2007-2011","MN",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27155",,,"Traverse County, Minnesota",44773,308,24,28,32,27,21,35,20,11,35,75,"Traverse County, Minnesota",3476,56,14,17,21,18,18,19,14,11,18,25
"G2701570","2007-2011","MN",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27157",,,"Wabasha County, Minnesota",52346,1444,52,93,66,174,178,163,151,123,265,179,"Wabasha County, Minnesota",1664,161,27,39,36,72,75,69,79,59,80,58
"G2701590","2007-2011","MN",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27159",,,"Wadena County, Minnesota",35307,1479,63,109,108,131,130,129,160,213,294,142,"Wadena County, Minnesota",2346,159,35,46,48,84,64,60,71,92,85,47
"G2701610","2007-2011","MN",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27161",,,"Waseca County, Minnesota",52357,1417,121,153,155,231,160,120,129,70,177,101,"Waseca County, Minnesota",2363,206,78,73,62,90,71,71,130,42,88,39
"G2701630","2007-2011","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27163",,,"Washington County, Minnesota",79571,14856,361,1148,1902,2210,1670,1161,872,1265,3436,831,"Washington County, Minnesota",1280,642,114,191,314,399,254,212,194,254,348,181
"G2701650","2007-2011","MN",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27165",,,"Watonwan County, Minnesota",49307,907,133,138,70,115,75,54,31,62,130,99,"Watonwan County, Minnesota",3104,145,56,58,43,54,50,44,24,41,75,35
"G2701670","2007-2011","MN",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27167",,,"Wilkin County, Minnesota",51957,459,16,46,97,69,55,22,5,32,82,35,"Wilkin County, Minnesota",5233,106,19,47,50,50,41,30,8,33,55,19
"G2701690","2007-2011","MN",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27169",,,"Winona County, Minnesota",44848,5589,162,348,466,606,802,399,286,310,1792,418,"Winona County, Minnesota",1733,330,91,100,122,175,163,112,95,151,310,127
"G2701710","2007-2011","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27171",,,"Wright County, Minnesota",69674,6750,245,414,886,884,800,732,533,536,1234,486,"Wright County, Minnesota",1647,435,103,112,214,207,186,214,204,150,244,138
"G2701730","2007-2011","MN",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27173",,,"Yellow Medicine County, Minnesota",50740,871,56,89,82,71,124,44,35,87,166,117,"Yellow Medicine County, Minnesota",2703,91,29,49,33,30,46,25,20,39,63,33
"G2800010","2007-2011","MS",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28001",,,"Adams County, Mississippi",26784,3745,145,150,277,260,283,302,238,355,878,857,"Adams County, Mississippi",1166,356,104,83,129,93,112,133,130,122,173,207
"G2800030","2007-2011","MS",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28003",,,"Alcorn County, Mississippi",32221,3815,136,290,395,349,407,262,199,361,761,655,"Alcorn County, Mississippi",2288,363,74,131,156,131,153,112,88,162,182,188
"G2800050","2007-2011","MS",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28005",,,"Amite County, Mississippi",31402,813,12,40,12,34,52,64,11,18,190,380,"Amite County, Mississippi",3120,198,15,31,19,33,58,51,18,25,107,122
"G2800070","2007-2011","MS",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28007",,,"Attala County, Mississippi",29805,1931,100,156,239,139,185,91,151,119,330,421,"Attala County, Mississippi",2591,259,88,93,104,83,94,67,91,81,125,131
"G2800090","2007-2011","MS",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28009",,,"Benton County, Mississippi",28666,703,16,53,80,6,41,16,6,65,182,238,"Benton County, Mississippi",8550,145,21,75,52,9,39,26,10,80,101,138
"G2800110","2007-2011","MS",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28011",,,"Bolivar County, Mississippi",27173,5347,193,332,417,431,580,374,420,367,1318,915,"Bolivar County, Mississippi",1612,417,116,121,151,141,136,126,142,118,185,222
"G2800130","2007-2011","MS",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28013",,,"Calhoun County, Mississippi",29893,1773,67,185,139,261,136,174,71,82,316,342,"Calhoun County, Mississippi",2560,204,37,79,74,105,53,67,41,42,105,106
"G2800150","2007-2011","MS",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28015",,,"Carroll County, Mississippi",28793,641,28,21,24,37,43,11,0,41,105,331,"Carroll County, Mississippi",2238,200,40,33,28,35,37,18,95,61,70,139
"G2800170","2007-2011","MS",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28017",,,"Chickasaw County, Mississippi",30395,1862,60,128,75,116,97,141,121,193,387,544,"Chickasaw County, Mississippi",2340,259,57,77,56,82,54,89,75,91,109,175
"G2800190","2007-2011","MS",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28019",,,"Choctaw County, Mississippi",29832,736,33,79,14,96,58,50,22,36,91,257,"Choctaw County, Mississippi",2068,146,34,45,15,58,35,35,27,29,50,93
"G2800210","2007-2011","MS",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28021",,,"Claiborne County, Mississippi",21924,745,14,55,32,72,105,14,35,57,176,185,"Claiborne County, Mississippi",3495,157,17,58,30,51,75,23,24,48,69,76
"G2800230","2007-2011","MS",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28023",,,"Clarke County, Mississippi",31059,1367,112,77,129,71,53,61,130,85,278,371,"Clarke County, Mississippi",2447,206,71,74,72,49,29,54,80,57,125,107
"G2800250","2007-2011","MS",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28025",,,"Clay County, Mississippi",32919,2169,134,185,165,278,181,178,88,232,462,266,"Clay County, Mississippi",3750,349,97,105,122,153,102,91,60,131,184,101
"G2800270","2007-2011","MS",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28027",,,"Coahoma County, Mississippi",26050,4295,120,234,413,430,280,440,281,373,1070,654,"Coahoma County, Mississippi",2613,309,67,101,156,147,123,167,128,152,204,182
"G2800290","2007-2011","MS",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28029",,,"Copiah County, Mississippi",38154,2295,137,75,294,82,176,114,125,87,347,858,"Copiah County, Mississippi",2362,321,74,42,155,64,93,67,82,62,134,202
"G2800310","2007-2011","MS",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28031",,,"Covington County, Mississippi",31127,1075,0,71,84,51,36,165,28,159,130,351,"Covington County, Mississippi",3112,196,95,51,94,31,29,75,30,102,79,124
"G2800330","2007-2011","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28033",,,"DeSoto County, Mississippi",59734,13088,275,784,1903,2216,1275,989,875,1095,2625,1051,"DeSoto County, Mississippi",1521,700,127,205,334,409,285,281,242,228,401,251
"G2800350","2007-2011","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28035",,,"Forrest County, Mississippi",35805,11636,413,909,1103,1276,534,1171,619,810,3511,1290,"Forrest County, Mississippi",1419,569,171,217,251,271,160,234,184,177,460,291
"G2800370","2007-2011","MS",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28037",,,"Franklin County, Mississippi",33250,594,16,37,14,44,30,38,14,9,198,194,"Franklin County, Mississippi",3587,151,16,39,15,44,30,37,13,10,101,106
"G2800390","2007-2011","MS",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28039",,,"George County, Mississippi",45365,1482,90,53,83,85,105,73,17,159,123,694,"George County, Mississippi",3766,243,81,45,78,57,84,51,23,106,71,189
"G2800410","2007-2011","MS",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28041",,,"Greene County, Mississippi",40404,606,52,60,31,13,141,9,50,61,25,164,"Greene County, Mississippi",6367,200,46,77,27,25,100,16,74,66,28,113
"G2800430","2007-2011","MS",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28043",,,"Grenada County, Mississippi",33123,2679,116,284,242,190,246,189,185,309,577,341,"Grenada County, Mississippi",2601,353,85,166,119,98,133,106,116,145,168,121
"G2800450","2007-2011","MS",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28045",,,"Hancock County, Mississippi",42591,3903,185,175,374,295,244,298,126,311,691,1204,"Hancock County, Mississippi",3519,508,146,118,180,153,140,143,117,197,243,310
"G2800470","2007-2011","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28047",,,"Harrison County, Mississippi",44550,24631,658,1671,2510,2669,2221,2174,1579,2817,5753,2579,"Harrison County, Mississippi",1459,1068,204,346,436,461,405,344,343,424,521,348
"G2800490","2007-2011","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28049",,,"Hinds County, Mississippi",39290,34994,867,1860,2883,3394,3166,2474,2080,3192,10111,4967,"Hinds County, Mississippi",1016,1019,193,329,409,415,423,420,351,424,711,459
"G2800510","2007-2011","MS",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28051",,,"Holmes County, Mississippi",22259,1818,72,115,148,125,274,80,46,125,302,531,"Holmes County, Mississippi",1564,210,30,59,70,74,86,46,30,69,94,126
"G2800530","2007-2011","MS",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28053",,,"Humphreys County, Mississippi",25730,1349,3,104,54,87,138,81,46,167,275,394,"Humphreys County, Mississippi",1864,186,5,64,35,48,78,49,44,101,100,113
"G2800550","2007-2011","MS",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28055",,,"Issaquena County, Mississippi",22396,189,0,0,17,3,12,21,8,9,45,74,"Issaquena County, Mississippi",4756,44,95,95,19,4,12,15,9,10,21,33
"G2800570","2007-2011","MS",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28057",,,"Itawamba County, Mississippi",37769,1840,124,110,222,167,91,127,122,129,261,487,"Itawamba County, Mississippi",2796,287,89,69,122,95,47,85,66,80,119,140
"G2800590","2007-2011","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28059",,,"Jackson County, Mississippi",49620,13927,396,1000,942,1790,1419,1554,837,948,3185,1856,"Jackson County, Mississippi",1701,757,148,234,224,360,290,328,242,261,488,350
"G2800610","2007-2011","MS",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28061",,,"Jasper County, Mississippi",28914,1180,19,120,76,89,118,38,63,55,214,388,"Jasper County, Mississippi",2041,199,24,75,42,89,68,22,64,44,117,135
"G2800630","2007-2011","MS",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28063",,,"Jefferson County, Mississippi",20375,773,29,0,31,49,110,39,28,22,174,291,"Jefferson County, Mississippi",5246,156,30,95,28,39,60,32,29,24,102,136
"G2800650","2007-2011","MS",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28065",,,"Jefferson Davis County, Mississippi",25842,1027,4,41,14,42,22,12,83,171,164,474,"Jefferson Davis County, Mississippi",3398,198,7,38,15,41,24,20,74,99,103,174
"G2800670","2007-2011","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28067",,,"Jones County, Mississippi",37643,6619,345,449,630,533,725,443,470,399,1276,1349,"Jones County, Mississippi",1837,519,174,168,195,176,223,183,181,128,285,298
"G2800690","2007-2011","MS",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28069",,,"Kemper County, Mississippi",25584,927,37,23,125,60,63,114,33,65,142,265,"Kemper County, Mississippi",2457,192,33,20,84,50,46,79,40,67,90,103
"G2800710","2007-2011","MS",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28071",,,"Lafayette County, Mississippi",41166,6110,142,226,636,451,680,390,377,632,1741,835,"Lafayette County, Mississippi",2960,533,72,126,224,187,236,168,161,190,330,208
"G2800730","2007-2011","MS",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28073",,,"Lamar County, Mississippi",50075,6503,163,365,939,682,423,471,340,298,1852,970,"Lamar County, Mississippi",2486,437,107,168,251,243,163,202,165,143,405,224
"G2800750","2007-2011","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28075",,,"Lauderdale County, Mississippi",35420,9652,459,802,1115,1012,919,676,494,953,2306,916,"Lauderdale County, Mississippi",1991,650,156,252,251,210,229,173,159,268,302,236
"G2800770","2007-2011","MS",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28077",,,"Lawrence County, Mississippi",37000,1035,61,66,109,96,73,113,27,8,52,430,"Lawrence County, Mississippi",4255,165,53,42,79,67,51,63,28,9,26,118
"G2800790","2007-2011","MS",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28079",,,"Leake County, Mississippi",32537,1797,18,59,227,150,255,42,36,172,233,605,"Leake County, Mississippi",3011,240,23,44,109,101,113,48,31,98,100,199
"G2800810","2007-2011","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28081",,,"Lee County, Mississippi",41150,9846,263,926,1049,1189,1043,1056,699,752,1961,908,"Lee County, Mississippi",2114,648,140,297,287,288,300,271,228,250,410,242
"G2800830","2007-2011","MS",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28083",,,"Leflore County, Mississippi",22353,5421,138,315,490,507,472,332,318,504,1301,1044,"Leflore County, Mississippi",2197,461,79,134,185,178,143,135,108,138,268,244
"G2800850","2007-2011","MS",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28085",,,"Lincoln County, Mississippi",38438,3115,212,157,321,233,265,186,165,170,356,1050,"Lincoln County, Mississippi",3431,419,115,94,170,103,121,126,104,110,159,248
"G2800870","2007-2011","MS",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28087",,,"Lowndes County, Mississippi",37626,8365,449,665,957,926,574,690,612,682,2065,745,"Lowndes County, Mississippi",2218,493,172,172,252,250,167,217,162,219,330,200
"G2800890","2007-2011","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28089",,,"Madison County, Mississippi",59730,10342,240,1213,1277,1115,1052,646,494,788,2148,1369,"Madison County, Mississippi",3060,532,95,232,286,283,222,194,167,223,302,240
"G2800910","2007-2011","MS",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28091",,,"Marion County, Mississippi",32117,1881,59,96,164,88,181,90,43,152,490,518,"Marion County, Mississippi",2195,260,50,61,89,57,105,52,36,76,157,141
"G2800930","2007-2011","MS",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28093",,,"Marshall County, Mississippi",33279,2751,120,244,195,185,243,173,94,195,734,568,"Marshall County, Mississippi",2582,347,116,147,108,118,141,100,98,102,231,192
"G2800950","2007-2011","MS",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28095",,,"Monroe County, Mississippi",35102,3128,137,250,297,385,295,171,157,265,498,673,"Monroe County, Mississippi",2159,340,72,122,132,167,121,93,110,139,143,180
"G2800970","2007-2011","MS",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28097",,,"Montgomery County, Mississippi",33087,998,3,52,50,42,74,110,21,65,181,400,"Montgomery County, Mississippi",2674,191,7,52,47,36,66,90,19,49,98,128
"G2800990","2007-2011","MS",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28099",,,"Neshoba County, Mississippi",36128,2548,128,179,145,342,249,157,104,141,414,689,"Neshoba County, Mississippi",1650,262,68,89,64,131,112,77,72,78,153,146
"G2801010","2007-2011","MS",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28101",,,"Newton County, Mississippi",37386,1615,106,180,203,176,52,100,78,117,220,383,"Newton County, Mississippi",2554,250,58,104,74,88,32,70,58,65,98,141
"G2801030","2007-2011","MS",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28103",,,"Noxubee County, Mississippi",21798,1053,19,36,98,58,49,114,41,72,293,273,"Noxubee County, Mississippi",2639,177,20,29,67,48,41,68,38,55,96,104
"G2801050","2007-2011","MS",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28105",,,"Oktibbeha County, Mississippi",29013,9244,166,724,671,768,632,529,292,745,3558,1159,"Oktibbeha County, Mississippi",2381,634,99,206,241,245,198,237,124,231,433,338
"G2801070","2007-2011","MS",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28107",,,"Panola County, Mississippi",34592,2816,39,184,185,250,263,247,48,88,812,700,"Panola County, Mississippi",2111,342,36,109,95,111,118,114,53,62,207,203
"G2801090","2007-2011","MS",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28109",,,"Pearl River County, Mississippi",42971,4462,99,403,617,278,212,199,273,458,994,929,"Pearl River County, Mississippi",2050,452,82,156,200,126,99,105,150,178,232,240
"G2801110","2007-2011","MS",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28111",,,"Perry County, Mississippi",39070,656,38,45,15,24,125,25,15,1,141,227,"Perry County, Mississippi",4616,188,32,35,21,29,112,29,23,3,99,125
"G2801130","2007-2011","MS",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28113",,,"Pike County, Mississippi",32751,4171,150,382,234,398,400,281,243,434,868,781,"Pike County, Mississippi",2070,381,110,124,109,136,156,112,138,163,208,221
"G2801150","2007-2011","MS",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28115",,,"Pontotoc County, Mississippi",38574,2235,66,152,266,282,164,69,188,96,364,588,"Pontotoc County, Mississippi",3143,328,45,86,111,129,80,54,127,70,157,223
"G2801170","2007-2011","MS",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28117",,,"Prentiss County, Mississippi",32518,2010,49,73,258,120,187,178,128,238,477,302,"Prentiss County, Mississippi",2637,310,45,73,134,80,124,120,78,155,176,135
"G2801190","2007-2011","MS",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28119",,,"Quitman County, Mississippi",24545,1040,20,42,75,96,132,94,95,55,182,249,"Quitman County, Mississippi",2783,141,19,36,44,45,56,49,46,34,67,83
"G2801210","2007-2011","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28121",,,"Rankin County, Mississippi",56159,12367,333,697,1434,1703,1495,1113,923,1012,2508,1149,"Rankin County, Mississippi",1908,758,126,231,329,323,311,329,248,304,417,283
"G2801230","2007-2011","MS",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28123",,,"Scott County, Mississippi",36999,1774,124,250,184,53,129,43,160,124,201,506,"Scott County, Mississippi",2281,255,69,99,103,45,70,44,97,61,112,157
"G2801250","2007-2011","MS",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28125",,,"Sharkey County, Mississippi",29451,550,8,20,57,78,25,43,37,30,121,131,"Sharkey County, Mississippi",6260,107,11,18,48,45,26,36,35,28,61,65
"G2801270","2007-2011","MS",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28127",,,"Simpson County, Mississippi",36606,2553,112,111,323,223,291,124,169,160,241,799,"Simpson County, Mississippi",3359,371,87,75,138,126,151,77,105,93,146,239
"G2801290","2007-2011","MS",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28129",,,"Smith County, Mississippi",36795,632,15,54,96,91,24,0,61,18,29,244,"Smith County, Mississippi",4317,150,16,43,70,56,23,95,61,22,23,91
"G2801310","2007-2011","MS",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28131",,,"Stone County, Mississippi",43731,1208,63,70,160,128,144,46,119,51,226,201,"Stone County, Mississippi",6127,301,49,95,95,82,108,56,86,70,125,123
"G2801330","2007-2011","MS",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28133",,,"Sunflower County, Mississippi",27042,3513,163,301,231,355,340,285,212,268,628,730,"Sunflower County, Mississippi",1683,367,94,136,81,117,124,135,103,105,148,156
"G2801350","2007-2011","MS",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28135",,,"Tallahatchie County, Mississippi",27092,1159,58,58,133,57,101,57,44,65,248,338,"Tallahatchie County, Mississippi",4609,208,51,46,76,46,67,44,38,60,93,121
"G2801370","2007-2011","MS",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28137",,,"Tate County, Mississippi",41839,2553,37,164,211,251,213,261,64,350,481,521,"Tate County, Mississippi",2164,332,43,87,108,90,112,124,61,161,143,151
"G2801390","2007-2011","MS",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28139",,,"Tippah County, Mississippi",35769,1949,20,178,172,131,220,76,27,395,285,445,"Tippah County, Mississippi",3301,324,24,90,86,108,115,50,25,174,116,185
"G2801410","2007-2011","MS",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28141",,,"Tishomingo County, Mississippi",30734,1568,17,95,115,106,107,170,78,125,417,338,"Tishomingo County, Mississippi",2268,258,14,61,63,57,60,83,49,83,148,127
"G2801430","2007-2011","MS",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28143",,,"Tunica County, Mississippi",30470,2008,18,164,212,156,180,197,159,91,500,331,"Tunica County, Mississippi",3403,249,15,79,90,77,87,108,115,60,136,119
"G2801450","2007-2011","MS",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28145",,,"Union County, Mississippi",36661,2517,63,242,239,204,271,132,285,151,511,419,"Union County, Mississippi",2272,321,64,124,103,97,104,97,125,87,192,145
"G2801470","2007-2011","MS",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28147",,,"Walthall County, Mississippi",34045,806,24,65,28,55,61,6,16,36,113,402,"Walthall County, Mississippi",3600,186,30,69,26,46,49,6,16,35,63,165
"G2801490","2007-2011","MS",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28149",,,"Warren County, Mississippi",40469,6321,309,406,623,693,411,478,417,627,1355,1002,"Warren County, Mississippi",2254,475,123,144,169,190,154,161,153,190,233,240
