GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,MP1E001,MUVE001,MUVE002,MUVE003,MUVE004,MUVE005,MUVE006,MUVE007,MUVE008,MUVE009,MUVE010,MUVE011,NAME_M,MP1M001,MUVM001,MUVM002,MUVM003,MUVM004,MUVM005,MUVM006,MUVM007,MUVM008,MUVM009,MUVM010,MUVM011
"G2801510","2007-2011","MS",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28151",,,"Washington County, Mississippi",28591,8508,377,499,829,618,668,627,487,624,2428,1351,"Washington County, Mississippi",2135,508,146,171,190,196,196,182,171,164,311,208
"G2801530","2007-2011","MS",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28153",,,"Wayne County, Mississippi",31388,1480,167,51,170,92,76,102,65,97,251,409,"Wayne County, Mississippi",2611,256,120,66,104,86,75,83,66,85,126,172
"G2801550","2007-2011","MS",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28155",,,"Webster County, Mississippi",36392,1052,31,139,134,61,104,58,79,52,200,194,"Webster County, Mississippi",5102,174,31,92,73,44,55,51,52,37,85,90
"G2801570","2007-2011","MS",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28157",,,"Wilkinson County, Mississippi",33732,856,35,52,67,46,65,38,43,90,137,283,"Wilkinson County, Mississippi",5698,166,25,40,49,39,54,26,38,62,68,92
"G2801590","2007-2011","MS",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28159",,,"Winston County, Mississippi",33007,1604,21,95,121,152,172,132,104,59,383,365,"Winston County, Mississippi",1947,254,30,64,80,106,120,98,74,61,164,130
"G2801610","2007-2011","MS",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28161",,,"Yalobusha County, Mississippi",33076,1260,138,105,116,103,74,56,6,55,237,370,"Yalobusha County, Mississippi",4705,261,90,64,74,76,60,57,10,52,111,140
"G2801630","2007-2011","MS",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28163",,,"Yazoo County, Mississippi",27979,3176,129,235,192,137,265,191,224,276,720,807,"Yazoo County, Mississippi",2678,315,93,113,86,83,113,88,122,154,162,183
"G2900010","2007-2011","MO",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29001",,,"Adair County, Missouri",33157,3826,102,240,381,350,263,270,169,300,1517,234,"Adair County, Missouri",2163,434,75,89,145,114,108,113,87,132,312,98
"G2900030","2007-2011","MO",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29003",,,"Andrew County, Missouri",54148,1426,82,155,213,139,129,71,64,144,269,160,"Andrew County, Missouri",3035,199,68,75,109,67,74,34,45,84,99,83
"G2900050","2007-2011","MO",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29005",,,"Atchison County, Missouri",44330,680,49,94,87,93,54,13,43,21,45,181,"Atchison County, Missouri",2805,81,28,37,34,37,27,11,25,13,21,48
"G2900070","2007-2011","MO",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29007",,,"Audrain County, Missouri",41567,2337,124,324,432,177,177,102,146,120,342,393,"Audrain County, Missouri",2670,275,56,119,137,81,96,56,72,56,125,136
"G2900090","2007-2011","MO",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29009",,,"Barry County, Missouri",38321,3384,114,376,496,197,561,161,260,280,381,558,"Barry County, Missouri",3271,339,97,148,186,80,184,86,122,123,136,154
"G2900110","2007-2011","MO",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29011",,,"Barton County, Missouri",39144,1210,37,161,43,97,69,81,93,130,214,285,"Barton County, Missouri",2741,154,22,68,32,66,44,51,64,65,79,87
"G2900130","2007-2011","MO",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29013",,,"Bates County, Missouri",38966,1561,78,112,104,108,183,219,128,146,317,166,"Bates County, Missouri",2773,209,46,44,45,57,71,95,77,59,123,62
"G2900150","2007-2011","MO",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29015",,,"Benton County, Missouri",34512,1339,50,79,147,43,134,140,100,85,227,334,"Benton County, Missouri",2403,213,43,66,79,36,68,58,67,49,88,125
"G2900170","2007-2011","MO",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29017",,,"Bollinger County, Missouri",36119,898,28,23,128,79,80,24,37,71,173,255,"Bollinger County, Missouri",4258,152,27,21,63,47,44,19,37,39,71,75
"G2900190","2007-2011","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29019",,,"Boone County, Missouri",47123,27052,724,1982,3130,2658,3281,2037,1550,1727,8132,1831,"Boone County, Missouri",1081,864,197,348,379,391,451,305,306,293,608,321
"G2900210","2007-2011","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29021",,,"Buchanan County, Missouri",43386,11158,505,903,1584,1313,1058,859,678,920,2318,1020,"Buchanan County, Missouri",1676,510,165,180,281,233,209,198,160,252,306,171
"G2900230","2007-2011","MO",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29023",,,"Butler County, Missouri",34080,5669,127,524,620,718,600,445,311,428,1327,569,"Butler County, Missouri",2469,412,61,170,173,239,171,117,132,158,310,121
"G2900250","2007-2011","MO",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29025",,,"Caldwell County, Missouri",40522,942,74,73,81,108,77,61,51,88,183,146,"Caldwell County, Missouri",4108,123,40,32,38,52,34,32,39,53,65,39
"G2900270","2007-2011","MO",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29027",,,"Callaway County, Missouri",50669,3906,379,359,537,431,438,316,142,248,584,472,"Callaway County, Missouri",1980,382,163,136,176,150,184,165,89,144,185,153
"G2900290","2007-2011","MO",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29029",,,"Camden County, Missouri",44961,3501,62,322,336,542,430,150,145,232,697,585,"Camden County, Missouri",1867,418,39,136,111,171,153,74,88,107,203,151
"G2900310","2007-2011","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29031",,,"Cape Girardeau County, Missouri",45795,9720,419,1137,1461,975,878,564,383,627,2496,780,"Cape Girardeau County, Missouri",1461,537,159,260,269,241,208,168,131,192,322,205
"G2900330","2007-2011","MO",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29033",,,"Carroll County, Missouri",44015,748,34,130,81,40,92,42,18,24,101,186,"Carroll County, Missouri",3830,125,24,57,43,26,54,34,19,21,50,86
"G2900350","2007-2011","MO",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29035",,,"Carter County, Missouri",26689,642,66,27,81,60,40,83,5,75,31,174,"Carter County, Missouri",4336,144,65,28,62,45,30,63,8,49,29,80
"G2900370","2007-2011","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29037",,,"Cass County, Missouri",60807,7801,119,804,933,937,943,786,538,635,1576,530,"Cass County, Missouri",1392,555,64,234,227,205,205,205,201,157,281,147
"G2900390","2007-2011","MO",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29039",,,"Cedar County, Missouri",31353,1492,16,104,181,198,76,197,79,109,343,189,"Cedar County, Missouri",3355,265,24,80,89,114,72,101,65,61,144,93
"G2900410","2007-2011","MO",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29041",,,"Chariton County, Missouri",40958,620,48,104,63,66,35,34,5,33,81,151,"Chariton County, Missouri",3158,99,23,36,33,25,18,21,6,17,40,50
"G2900430","2007-2011","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29043",,,"Christian County, Missouri",51961,7463,371,668,996,749,971,767,487,478,1491,485,"Christian County, Missouri",1419,521,152,240,232,192,245,190,165,128,266,151
"G2900450","2007-2011","MO",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29045",,,"Clark County, Missouri",40333,629,53,39,67,31,77,37,27,42,47,209,"Clark County, Missouri",2147,114,41,30,35,24,43,34,23,27,31,89
"G2900470","2007-2011","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29047",,,"Clay County, Missouri",60507,24773,951,2120,4098,4047,3368,1963,1202,1693,4220,1111,"Clay County, Missouri",1102,911,257,323,502,466,463,319,243,283,456,192
"G2900490","2007-2011","MO",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29049",,,"Clinton County, Missouri",51439,2041,109,171,373,304,216,115,87,143,257,266,"Clinton County, Missouri",2608,242,56,66,119,105,74,61,36,60,101,116
"G2900510","2007-2011","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29051",,,"Cole County, Missouri",55580,9935,922,1367,1386,1401,954,552,522,679,1445,707,"Cole County, Missouri",1790,464,275,290,263,289,213,165,170,212,244,188
"G2900530","2007-2011","MO",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29053",,,"Cooper County, Missouri",45869,1732,157,102,200,329,198,167,51,84,182,262,"Cooper County, Missouri",2208,189,71,41,63,121,68,71,31,44,64,97
"G2900550","2007-2011","MO",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29055",,,"Crawford County, Missouri",35947,2235,121,141,266,334,194,163,81,225,461,249,"Crawford County, Missouri",1990,261,59,93,129,113,91,80,42,122,115,100
"G2900570","2007-2011","MO",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29057",,,"Dade County, Missouri",32248,724,48,39,109,49,46,65,21,62,109,176,"Dade County, Missouri",2110,116,34,26,47,23,25,29,18,48,39,59
"G2900590","2007-2011","MO",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29059",,,"Dallas County, Missouri",39132,1277,18,209,185,130,144,71,82,46,173,219,"Dallas County, Missouri",3939,248,32,137,135,84,86,59,49,54,85,107
"G2900610","2007-2011","MO",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29061",,,"Daviess County, Missouri",41133,771,44,102,143,67,74,42,17,29,110,143,"Daviess County, Missouri",2606,135,24,61,62,41,52,25,20,18,47,49
"G2900630","2007-2011","MO",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29063",,,"DeKalb County, Missouri",45252,1313,78,254,128,113,191,135,89,65,198,62,"DeKalb County, Missouri",3633,183,48,128,58,52,83,96,81,54,106,33
"G2900650","2007-2011","MO",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29065",,,"Dent County, Missouri",36715,1460,71,183,43,97,125,122,139,106,269,305,"Dent County, Missouri",2398,172,48,89,28,48,68,78,78,49,87,95
"G2900670","2007-2011","MO",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29067",,,"Douglas County, Missouri",32300,1097,75,101,46,88,92,78,16,155,176,270,"Douglas County, Missouri",3004,207,45,60,38,64,63,63,22,96,89,119
"G2900690","2007-2011","MO",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29069",,,"Dunklin County, Missouri",30806,4921,230,501,428,546,554,465,340,434,819,604,"Dunklin County, Missouri",1955,276,102,141,130,145,118,151,114,158,179,118
"G2900710","2007-2011","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29071",,,"Franklin County, Missouri",50098,8980,486,1022,1162,1365,875,602,545,508,1649,766,"Franklin County, Missouri",1596,591,162,228,250,314,219,191,186,188,258,200
"G2900730","2007-2011","MO",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29073",,,"Gasconade County, Missouri",40788,1315,73,192,126,229,145,54,32,77,184,203,"Gasconade County, Missouri",1412,188,46,77,52,97,77,36,26,51,91,60
"G2900750","2007-2011","MO",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29075",,,"Gentry County, Missouri",36307,676,62,65,41,95,146,40,30,22,57,118,"Gentry County, Missouri",1664,83,33,30,18,40,56,18,19,17,22,47
"G2900770","2007-2011","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29077",,,"Greene County, Missouri",41622,44572,1186,3799,5522,6011,4470,3855,2814,4206,10138,2571,"Greene County, Missouri",725,1183,220,404,480,461,477,407,437,535,588,372
"G2900790","2007-2011","MO",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29079",,,"Grundy County, Missouri",36590,1290,46,147,173,129,191,107,71,32,225,169,"Grundy County, Missouri",1455,181,33,70,76,53,78,62,42,29,83,57
"G2900810","2007-2011","MO",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29081",,,"Harrison County, Missouri",35915,875,69,78,123,211,87,83,36,26,77,85,"Harrison County, Missouri",1970,157,37,36,52,82,58,48,31,22,37,31
"G2900830","2007-2011","MO",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29083",,,"Henry County, Missouri",36944,2504,98,201,233,211,274,279,161,210,423,414,"Henry County, Missouri",2201,263,57,84,97,79,93,97,87,79,116,121
"G2900850","2007-2011","MO",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29085",,,"Hickory County, Missouri",28850,715,10,68,32,92,39,67,13,77,144,173,"Hickory County, Missouri",2941,151,9,48,24,48,30,57,11,43,64,82
"G2900870","2007-2011","MO",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29087",,,"Holt County, Missouri",41737,499,38,33,43,101,54,43,12,25,29,121,"Holt County, Missouri",2763,67,19,17,27,39,25,23,9,16,18,34
"G2900890","2007-2011","MO",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29089",,,"Howard County, Missouri",46991,821,68,61,113,84,38,44,22,71,138,182,"Howard County, Missouri",5758,148,44,39,49,36,23,25,20,37,53,73
"G2900910","2007-2011","MO",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29091",,,"Howell County, Missouri",35625,4357,97,304,560,438,490,227,397,428,834,582,"Howell County, Missouri",2201,363,66,119,169,122,160,103,133,125,166,150
"G2900930","2007-2011","MO",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29093",,,"Iron County, Missouri",32029,1138,58,21,142,134,112,69,62,75,281,184,"Iron County, Missouri",2303,153,35,15,70,41,60,40,37,37,90,67
"G2900950","2007-2011","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29095",,,"Jackson County, Missouri",46874,101589,2633,7795,11469,12363,11457,8365,5753,8960,26091,6703,"Jackson County, Missouri",656,1378,344,668,891,781,798,599,547,692,970,569
"G2900970","2007-2011","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29097",,,"Jasper County, Missouri",39522,15492,531,1556,1547,1595,1741,1443,915,1250,3555,1359,"Jasper County, Missouri",1056,766,181,285,297,313,280,264,215,239,460,259
"G2900990","2007-2011","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29099",,,"Jefferson County, Missouri",56400,13763,706,1385,1817,1699,1352,1128,814,1128,2385,1349,"Jefferson County, Missouri",1184,716,209,279,281,306,260,230,222,263,332,244
"G2901010","2007-2011","MO",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29101",,,"Johnson County, Missouri",47268,6935,247,577,892,653,501,640,428,560,1553,884,"Johnson County, Missouri",2725,495,108,163,241,186,138,214,145,187,273,171
"G2901030","2007-2011","MO",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29103",,,"Knox County, Missouri",34596,468,42,42,43,24,24,41,36,3,41,172,"Knox County, Missouri",3022,82,32,31,25,20,19,27,36,5,26,54
"G2901050","2007-2011","MO",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29105",,,"Laclede County, Missouri",39697,4090,147,449,571,535,319,321,211,208,777,552,"Laclede County, Missouri",2061,333,105,142,167,140,108,119,105,94,212,165
"G2901070","2007-2011","MO",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29107",,,"Lafayette County, Missouri",50000,3341,217,491,648,385,303,163,264,210,333,327,"Lafayette County, Missouri",2455,351,98,151,185,142,115,70,114,86,115,106
"G2901090","2007-2011","MO",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29109",,,"Lawrence County, Missouri",39829,4087,187,286,475,495,347,438,321,171,674,693,"Lawrence County, Missouri",2238,337,94,114,165,132,149,155,129,94,200,196
"G2901110","2007-2011","MO",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29111",,,"Lewis County, Missouri",40579,943,83,90,166,98,62,76,33,67,77,191,"Lewis County, Missouri",1844,153,57,40,61,46,31,44,25,44,39,78
"G2901130","2007-2011","MO",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29113",,,"Lincoln County, Missouri",53726,3453,105,324,273,331,402,189,232,257,857,483,"Lincoln County, Missouri",2086,360,54,125,144,97,140,72,106,113,195,160
"G2901150","2007-2011","MO",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29115",,,"Linn County, Missouri",38211,1264,61,158,53,97,126,54,80,143,314,178,"Linn County, Missouri",2770,156,28,60,24,42,51,33,56,71,95,53
"G2901170","2007-2011","MO",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29117",,,"Livingston County, Missouri",42260,1694,68,189,247,91,111,167,33,137,390,261,"Livingston County, Missouri",4124,211,40,85,101,51,53,85,26,64,122,79
"G2901190","2007-2011","MO",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29119",,,"McDonald County, Missouri",37701,2558,179,257,374,302,285,158,88,206,411,298,"McDonald County, Missouri",2929,249,81,92,105,110,104,56,55,88,130,112
"G2901210","2007-2011","MO",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29121",,,"Macon County, Missouri",37889,1491,80,129,157,180,146,157,49,103,260,230,"Macon County, Missouri",2094,167,45,60,61,70,83,68,32,61,106,65
"G2901230","2007-2011","MO",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29123",,,"Madison County, Missouri",35141,1117,45,88,126,63,118,117,106,103,141,210,"Madison County, Missouri",3374,207,42,63,83,50,69,73,66,83,61,74
"G2901250","2007-2011","MO",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29125",,,"Maries County, Missouri",42018,708,23,92,50,74,39,72,28,26,174,130,"Maries County, Missouri",3385,146,26,60,26,46,48,61,25,38,69,64
"G2901270","2007-2011","MO",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29127",,,"Marion County, Missouri",40915,3477,209,338,336,397,597,313,134,237,656,260,"Marion County, Missouri",2139,311,89,117,113,142,150,105,77,82,161,86
"G2901290","2007-2011","MO",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29129",,,"Mercer County, Missouri",34440,374,31,37,24,63,56,22,5,41,30,65,"Mercer County, Missouri",3924,65,21,15,15,31,22,12,5,27,21,26
"G2901310","2007-2011","MO",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29131",,,"Miller County, Missouri",36411,2459,72,119,241,166,559,174,175,136,416,401,"Miller County, Missouri",2252,280,64,65,118,76,153,100,107,77,144,118
"G2901330","2007-2011","MO",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29133",,,"Mississippi County, Missouri",28474,1866,44,170,108,86,195,94,98,172,530,369,"Mississippi County, Missouri",3322,201,42,92,68,54,77,50,50,77,143,127
"G2901350","2007-2011","MO",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29135",,,"Moniteau County, Missouri",50887,1328,97,177,201,123,60,19,36,173,265,177,"Moniteau County, Missouri",4512,180,55,81,90,74,41,30,37,93,119,62
"G2901370","2007-2011","MO",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29137",,,"Monroe County, Missouri",39495,826,72,76,124,94,105,36,55,65,80,119,"Monroe County, Missouri",3223,128,41,45,55,56,53,23,35,40,35,42
"G2901390","2007-2011","MO",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29139",,,"Montgomery County, Missouri",40175,1154,96,109,89,150,153,47,39,87,172,212,"Montgomery County, Missouri",1980,167,53,42,40,64,65,36,34,44,65,67
"G2901410","2007-2011","MO",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29141",,,"Morgan County, Missouri",36928,1362,71,76,220,156,173,46,60,54,209,297,"Morgan County, Missouri",2315,199,45,40,83,84,64,29,44,32,92,91
"G2901430","2007-2011","MO",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29143",,,"New Madrid County, Missouri",34772,2837,232,248,363,324,228,282,91,284,352,433,"New Madrid County, Missouri",2638,222,71,80,95,119,80,106,65,80,85,114
"G2901450","2007-2011","MO",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29145",,,"Newton County, Missouri",41873,5413,279,481,734,827,507,368,298,303,1047,569,"Newton County, Missouri",1645,437,131,172,199,215,155,105,114,108,212,167
