GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,AL1BE001,AL1BE002,AL1BE003,AL1BE004,AL1BE005,AL1BE006,AL1BE007,AL1BE008,AL1BE009,AL1BE010,AL1BE011,NAME_M,ALW1M001,AL1BM001,AL1BM002,AL1BM003,AL1BM004,AL1BM005,AL1BM006,AL1BM007,AL1BM008,AL1BM009,AL1BM010,AL1BM011
"G3100930","2015-2019","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093",,,"Howard County, Nebraska",59348,639,25,66,81,65,39,61,24,48,104,126,"Howard County, Nebraska",6095,95,16,32,31,38,21,43,18,26,45,68
"G3100950","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095",,,"Jefferson County, Nebraska",44510,950,32,112,151,121,82,78,64,53,88,169,"Jefferson County, Nebraska",5432,117,23,45,63,46,46,52,47,39,46,60
"G3100970","2015-2019","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097",,,"Johnson County, Nebraska",54712,481,31,61,66,72,53,45,34,26,62,31,"Johnson County, Nebraska",6648,76,19,39,36,44,33,21,26,18,25,16
"G3100990","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099",,,"Kearney County, Nebraska",60266,716,48,72,118,78,87,50,76,2,45,140,"Kearney County, Nebraska",8497,142,35,35,56,52,55,35,58,3,50,64
"G3101010","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101",,,"Keith County, Nebraska",50735,1211,48,154,158,81,161,112,85,24,181,207,"Keith County, Nebraska",2974,166,35,74,61,41,81,63,50,21,86,73
"G3101030","2015-2019","NE",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31103",,,"Keya Paha County, Nebraska",56500,83,9,6,22,1,2,3,0,0,13,27,"Keya Paha County, Nebraska",10371,26,8,8,25,2,3,8,10,10,10,13
"G3101050","2015-2019","NE",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31105",,,"Kimball County, Nebraska",53403,451,66,70,32,49,56,12,38,15,55,58,"Kimball County, Nebraska",6322,92,52,39,20,31,32,14,29,17,31,31
"G3101070","2015-2019","NE",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31107",,,"Knox County, Nebraska",52332,927,136,114,99,66,123,56,46,14,46,227,"Knox County, Nebraska",2535,106,50,40,29,30,50,33,32,9,22,52
"G3101090","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31109",,,"Lancaster County, Nebraska",60527,49980,2106,5261,7157,6730,4906,3789,3508,3783,10600,2140,"Lancaster County, Nebraska",954,1151,290,516,595,697,449,426,452,476,683,285
"G3101110","2015-2019","NE",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31111",,,"Lincoln County, Nebraska",59795,4906,400,526,602,663,607,388,269,361,813,277,"Lincoln County, Nebraska",2466,390,143,166,206,200,194,176,112,108,209,78
"G3101130","2015-2019","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113",,,"Logan County, Nebraska",52708,91,10,15,2,0,0,4,1,2,11,46,"Logan County, Nebraska",11734,29,8,17,2,10,10,7,4,3,12,23
"G3101150","2015-2019","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115",,,"Loup County, Nebraska",51000,69,6,3,0,0,0,2,1,0,0,57,"Loup County, Nebraska",13419,24,6,4,10,10,10,3,2,10,10,24
"G3101170","2015-2019","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117",,,"McPherson County, Nebraska",48125,52,0,3,10,7,6,0,0,2,0,24,"McPherson County, Nebraska",7773,17,10,4,8,5,9,10,10,3,10,13
"G3101190","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119",,,"Madison County, Nebraska",53188,4885,268,641,673,572,577,408,116,345,802,483,"Madison County, Nebraska",2351,302,84,174,167,144,149,127,68,139,164,121
"G3101210","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121",,,"Merrick County, Nebraska",55649,859,66,87,107,176,65,37,34,34,129,124,"Merrick County, Nebraska",4945,146,47,56,46,86,52,30,19,25,60,60
"G3101230","2015-2019","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123",,,"Morrill County, Nebraska",46194,556,39,27,35,105,47,52,10,34,51,156,"Morrill County, Nebraska",2956,86,27,21,26,48,29,34,11,22,30,62
"G3101250","2015-2019","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125",,,"Nance County, Nebraska",49032,302,21,42,66,25,29,41,0,7,42,29,"Nance County, Nebraska",4353,57,12,27,33,21,21,37,10,8,27,18
"G3101270","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127",,,"Nemaha County, Nebraska",51828,806,58,162,141,67,65,65,32,37,87,92,"Nemaha County, Nebraska",5877,117,35,83,63,56,45,53,29,29,55,44
"G3101290","2015-2019","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129",,,"Nuckolls County, Nebraska",43388,451,42,35,78,8,47,25,40,61,41,74,"Nuckolls County, Nebraska",5128,83,40,19,37,8,25,23,31,35,27,35
"G3101310","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131",,,"Otoe County, Nebraska",59167,1966,126,313,348,273,236,88,42,96,238,206,"Otoe County, Nebraska",2876,173,47,108,137,109,81,51,23,45,77,89
"G3101330","2015-2019","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133",,,"Pawnee County, Nebraska",46452,203,9,11,39,9,6,8,19,19,25,58,"Pawnee County, Nebraska",3865,49,12,8,15,8,6,11,16,20,19,28
"G3101350","2015-2019","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135",,,"Perkins County, Nebraska",65543,272,18,24,32,21,31,6,15,18,43,64,"Perkins County, Nebraska",5212,56,14,17,22,16,19,8,12,19,22,37
"G3101370","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137",,,"Phelps County, Nebraska",59040,1102,120,117,153,133,90,64,57,14,198,156,"Phelps County, Nebraska",4526,165,65,57,63,86,68,44,39,15,96,63
"G3101390","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139",,,"Pierce County, Nebraska",64511,728,90,87,109,100,31,39,40,11,64,157,"Pierce County, Nebraska",6663,83,36,36,39,46,17,30,35,9,33,52
"G3101410","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141",,,"Platte County, Nebraska",62305,3566,266,697,539,428,395,315,116,171,440,199,"Platte County, Nebraska",3435,305,92,174,184,141,160,118,67,73,148,77
"G3101430","2015-2019","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143",,,"Polk County, Nebraska",67719,347,54,63,37,12,38,21,12,12,33,65,"Polk County, Nebraska",5941,61,21,28,23,10,20,13,9,14,21,28
"G3101450","2015-2019","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145",,,"Red Willow County, Nebraska",48808,1223,28,97,195,338,69,109,77,56,155,99,"Red Willow County, Nebraska",3503,218,26,48,82,151,60,67,74,40,76,72
"G3101470","2015-2019","NE",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31147",,,"Richardson County, Nebraska",47917,893,105,95,175,28,48,54,25,27,75,261,"Richardson County, Nebraska",4016,200,68,57,119,37,28,58,32,31,55,94
"G3101490","2015-2019","NE",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31149",,,"Rock County, Nebraska",56250,126,9,22,16,5,19,4,5,0,4,42,"Rock County, Nebraska",13635,33,8,14,10,6,15,5,7,10,5,23
"G3101510","2015-2019","NE",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31151",,,"Saline County, Nebraska",51502,1516,104,113,207,48,172,79,68,191,358,176,"Saline County, Nebraska",4708,218,52,64,107,30,93,37,38,174,156,67
"G3101530","2015-2019","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31153",,,"Sarpy County, Nebraska",82032,20581,874,2105,3331,3468,2484,1718,1323,1840,2683,755,"Sarpy County, Nebraska",1552,696,201,321,392,374,278,260,244,267,298,186
"G3101550","2015-2019","NE",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31155",,,"Saunders County, Nebraska",68682,1864,156,230,302,289,126,101,80,146,204,230,"Saunders County, Nebraska",4302,206,57,71,92,85,62,40,35,71,77,95
"G3101570","2015-2019","NE",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31157",,,"Scotts Bluff County, Nebraska",49745,4869,227,340,580,687,525,393,324,366,879,548,"Scotts Bluff County, Nebraska",1994,306,94,99,163,170,130,135,119,115,190,149
"G3101590","2015-2019","NE",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31159",,,"Seward County, Nebraska",70389,1866,134,328,251,251,214,176,59,43,274,136,"Seward County, Nebraska",2819,161,61,93,85,108,79,71,53,33,85,59
"G3101610","2015-2019","NE",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31161",,,"Sheridan County, Nebraska",45371,709,20,92,95,120,68,31,18,16,62,187,"Sheridan County, Nebraska",3295,87,14,39,47,48,41,20,11,15,29,52
"G3101630","2015-2019","NE",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31163",,,"Sherman County, Nebraska",50781,312,44,52,28,44,9,17,0,2,25,91,"Sherman County, Nebraska",5288,66,21,26,16,20,6,14,10,3,20,32
"G3101650","2015-2019","NE",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31165",,,"Sioux County, Nebraska",48269,152,13,13,34,22,8,0,0,1,5,56,"Sioux County, Nebraska",6525,42,10,11,32,19,10,10,10,3,7,24
"G3101670","2015-2019","NE",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31167",,,"Stanton County, Nebraska",63986,434,30,127,54,37,38,22,8,11,60,47,"Stanton County, Nebraska",4945,87,25,53,29,24,22,26,9,10,47,25
"G3101690","2015-2019","NE",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31169",,,"Thayer County, Nebraska",51821,481,56,63,127,76,10,6,19,9,51,64,"Thayer County, Nebraska",2655,65,21,24,42,39,8,6,16,8,23,22
"G3101710","2015-2019","NE",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31171",,,"Thomas County, Nebraska",59432,65,2,25,6,4,0,4,3,0,4,17,"Thomas County, Nebraska",24245,26,3,19,10,6,10,6,4,10,6,14
"G3101730","2015-2019","NE",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31173",,,"Thurston County, Nebraska",51034,852,113,167,84,65,87,54,27,37,133,85,"Thurston County, Nebraska",2708,48,24,32,22,20,28,20,13,15,28,21
"G3101750","2015-2019","NE",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31175",,,"Valley County, Nebraska",55324,480,46,51,44,56,46,67,6,5,64,95,"Valley County, Nebraska",5871,78,28,22,23,27,27,41,7,5,37,29
"G3101770","2015-2019","NE",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31177",,,"Washington County, Nebraska",71430,1780,109,271,257,137,154,193,44,140,217,258,"Washington County, Nebraska",4082,192,77,116,98,77,106,102,32,88,88,99
"G3101790","2015-2019","NE",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31179",,,"Wayne County, Nebraska",56456,1330,137,103,247,87,81,39,25,102,405,104,"Wayne County, Nebraska",7774,182,67,53,119,57,81,34,31,125,159,44
"G3101810","2015-2019","NE",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31181",,,"Webster County, Nebraska",46188,307,12,27,46,80,6,5,25,7,19,80,"Webster County, Nebraska",6001,57,10,18,18,31,7,7,24,7,14,30
"G3101830","2015-2019","NE",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31183",,,"Wheeler County, Nebraska",51591,114,13,14,3,3,8,5,0,3,7,58,"Wheeler County, Nebraska",3343,29,12,10,3,3,10,7,10,5,6,20
"G3101850","2015-2019","NE",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31185",,,"York County, Nebraska",60298,1608,81,244,214,233,138,50,98,132,215,203,"York County, Nebraska",3212,164,49,95,90,91,72,47,60,89,73,63
"G3200010","2015-2019","NV",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32001",,,"Churchill County, Nevada",57824,3437,241,298,557,506,403,219,246,262,531,174,"Churchill County, Nevada",5634,277,111,111,183,173,141,112,125,102,152,69
"G3200030","2015-2019","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32003",,,"Clark County, Nevada",59340,362272,10422,27405,45342,45151,38139,32462,24840,34082,85051,19378,"Clark County, Nevada",538,2914,752,1364,1558,1544,1434,1308,1272,1211,2174,1081
"G3200050","2015-2019","NV",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32005",,,"Douglas County, Nevada",66810,5930,158,555,1142,775,669,443,361,517,966,344,"Douglas County, Nevada",3442,360,88,163,205,246,218,158,126,151,180,126
"G3200070","2015-2019","NV",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32007",,,"Elko County, Nevada",81232,5195,391,824,952,612,674,213,221,314,515,479,"Elko County, Nevada",5301,390,122,256,211,181,203,94,121,121,145,178
"G3200090","2015-2019","NV",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32009",,,"Esmeralda County, Nevada",37375,205,24,36,10,7,28,7,10,37,0,46,"Esmeralda County, Nevada",8060,68,14,24,15,12,23,11,16,42,13,28
"G3200110","2015-2019","NV",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32011",,,"Eureka County, Nevada",67105,203,35,26,0,23,48,25,0,0,10,36,"Eureka County, Nevada",22696,83,38,36,13,27,46,36,13,13,16,31
"G3200130","2015-2019","NV",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32013",,,"Humboldt County, Nevada",67756,1858,288,312,84,159,126,216,169,85,217,202,"Humboldt County, Nevada",5951,234,143,121,63,93,88,134,92,76,116,83
"G3200150","2015-2019","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015",,,"Lander County, Nevada",88030,584,46,36,74,34,23,0,152,0,68,151,"Lander County, Nevada",21398,201,36,46,65,41,38,18,138,18,59,100
"G3200170","2015-2019","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017",,,"Lincoln County, Nevada",58462,508,97,187,56,23,11,0,0,0,85,49,"Lincoln County, Nevada",6701,154,63,105,56,25,18,18,18,18,63,36
"G3200190","2015-2019","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019",,,"Lyon County, Nevada",56875,6204,291,626,765,682,950,362,429,457,1031,611,"Lyon County, Nevada",2597,485,148,195,211,187,261,109,211,143,244,200
"G3200210","2015-2019","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021",,,"Mineral County, Nevada",35806,602,58,44,50,60,24,116,12,33,66,139,"Mineral County, Nevada",5400,126,41,28,44,46,40,97,14,36,45,52
"G3200230","2015-2019","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023",,,"Nye County, Nevada",47300,5571,301,424,579,534,879,284,290,470,1071,739,"Nye County, Nevada",3233,570,132,170,221,193,321,180,168,161,283,197
"G3200270","2015-2019","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027",,,"Pershing County, Nevada",50491,647,75,111,37,72,55,47,45,45,110,50,"Pershing County, Nevada",8390,155,77,76,34,52,44,43,41,38,82,45
"G3200290","2015-2019","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029",,,"Storey County, Nevada",66292,157,36,22,0,60,22,0,0,0,0,17,"Storey County, Nevada",8678,96,43,35,13,60,33,13,13,13,13,20
"G3200310","2015-2019","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031",,,"Washoe County, Nevada",64791,75925,2894,6278,10525,10408,9207,6590,5022,7168,15075,2758,"Washoe County, Nevada",727,1129,358,617,710,799,658,622,394,613,829,327
"G3200330","2015-2019","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033",,,"White Pine County, Nevada",60827,859,35,235,99,112,27,25,45,111,75,95,"White Pine County, Nevada",4540,155,39,87,56,63,31,21,44,79,55,56
"G3205100","2015-2019","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510",,,"Carson City, Nevada",55718,9840,280,1063,1541,1338,1243,974,637,738,1797,229,"Carson City, Nevada",2218,495,119,278,278,306,260,214,204,227,329,99
"G3300010","2015-2019","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001",,,"Belknap County, New Hampshire",69447,6134,272,307,690,850,890,433,361,397,1472,462,"Belknap County, New Hampshire",4219,490,161,135,197,263,225,164,140,119,288,161
"G3300030","2015-2019","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003",,,"Carroll County, New Hampshire",63153,4431,106,367,474,518,519,424,304,411,822,486,"Carroll County, New Hampshire",2621,522,71,152,204,187,201,186,128,198,241,133
"G3300050","2015-2019","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005",,,"Cheshire County, New Hampshire",64751,9212,368,592,1226,1173,1359,651,805,659,1814,565,"Cheshire County, New Hampshire",1891,582,157,169,294,233,307,142,228,174,268,169
"G3300070","2015-2019","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007",,,"Coos County, New Hampshire",47117,4040,145,387,458,607,648,208,273,310,750,254,"Coos County, New Hampshire",2095,299,62,115,119,164,160,78,100,132,141,74
"G3300090","2015-2019","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009",,,"Grafton County, New Hampshire",63389,10646,472,923,1140,1297,1253,1066,692,947,2023,833,"Grafton County, New Hampshire",2351,563,161,258,252,280,241,235,182,213,329,197
"G3300110","2015-2019","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011",,,"Hillsborough County, New Hampshire",81460,54689,1658,4457,7387,7837,6838,5196,3304,4346,11663,2003,"Hillsborough County, New Hampshire",948,1041,273,515,562,643,625,519,435,471,750,332
"G3300130","2015-2019","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013",,,"Merrimack County, New Hampshire",75737,16499,451,1362,2250,2222,2240,1344,928,1471,3257,974,"Merrimack County, New Hampshire",1965,672,156,268,292,332,263,214,215,299,398,167
"G3300150","2015-2019","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015",,,"Rockingham County, New Hampshire",93756,26934,702,2202,3595,3946,3387,2828,1388,2340,5168,1378,"Rockingham County, New Hampshire",1893,925,191,321,408,442,436,414,285,327,638,259
"G3300170","2015-2019","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017",,,"Strafford County, New Hampshire",72960,16647,533,1227,2759,2259,1989,1408,715,1477,3613,667,"Strafford County, New Hampshire",2432,602,188,275,442,382,338,276,218,328,431,184
"G3300190","2015-2019","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019",,,"Sullivan County, New Hampshire",61312,4627,235,390,543,551,431,495,340,340,923,379,"Sullivan County, New Hampshire",3679,404,107,140,165,170,130,151,131,128,256,170
"G3400010","2015-2019","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001",,,"Atlantic County, New Jersey",62110,32825,1060,1645,3195,3553,3308,3336,2261,3888,9030,1549,"Atlantic County, New Jersey",1537,933,245,299,435,454,450,464,410,536,591,293
"G3400030","2015-2019","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003",,,"Bergen County, New Jersey",101144,119666,5092,10513,14929,14911,13327,9600,6956,9771,27937,6630,"Bergen County, New Jersey",1300,1605,544,637,786,853,995,769,634,908,1171,692
"G3400050","2015-2019","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005",,,"Burlington County, New Jersey",87416,40897,1428,3246,4734,6010,4489,3901,2482,3667,9086,1854,"Burlington County, New Jersey",1221,1181,282,374,444,557,534,431,381,480,701,284
"G3400070","2015-2019","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007",,,"Camden County, New Jersey",70451,62154,2185,4282,6432,7201,6368,6121,3595,5033,17250,3687,"Camden County, New Jersey",1204,1610,350,555,637,642,633,582,435,586,1014,452
"G3400090","2015-2019","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009",,,"Cape May County, New Jersey",67074,8982,231,394,601,1057,877,605,549,1072,2589,1007,"Cape May County, New Jersey",2716,604,88,137,135,212,185,156,184,285,379,180
"G3400110","2015-2019","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011",,,"Cumberland County, New Jersey",54149,17636,471,796,1537,1390,1839,1657,1300,1683,6001,962,"Cumberland County, New Jersey",1622,787,180,189,295,283,363,323,318,298,580,235
"G3400130","2015-2019","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013",,,"Essex County, New Jersey",61510,160131,5937,11365,16713,17493,17333,14382,9902,13656,46300,7050,"Essex County, New Jersey",1035,1899,575,782,886,807,889,939,643,926,1764,700
"G3400150","2015-2019","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015",,,"Gloucester County, New Jersey",87283,20852,600,1338,2270,2395,2598,1509,1470,1956,5602,1114,"Gloucester County, New Jersey",1857,864,150,279,326,326,358,305,271,329,596,218
"G3400170","2015-2019","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017",,,"Hudson County, New Jersey",71189,176657,7938,17509,24348,23399,19082,16249,10463,13142,38258,6269,"Hudson County, New Jersey",1089,1720,732,984,998,1169,1012,940,724,730,1522,536
"G3400190","2015-2019","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019",,,"Hunterdon County, New Jersey",115379,8094,151,542,1040,1097,821,521,366,784,2034,738,"Hunterdon County, New Jersey",2319,478,80,160,246,263,190,134,112,187,304,188
"G3400210","2015-2019","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021",,,"Mercer County, New Jersey",81057,48011,1724,4012,5055,5347,5663,3965,3034,4048,12462,2701,"Mercer County, New Jersey",1626,1277,308,523,577,509,693,533,393,536,876,371
