GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,AL1BE001,AL1BE002,AL1BE003,AL1BE004,AL1BE005,AL1BE006,AL1BE007,AL1BE008,AL1BE009,AL1BE010,AL1BE011,NAME_M,ALW1M001,AL1BM001,AL1BM002,AL1BM003,AL1BM004,AL1BM005,AL1BM006,AL1BM007,AL1BM008,AL1BM009,AL1BM010,AL1BM011
"G3000190","2015-2019","MT",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30019",,,"Daniels County, Montana",57440,185,10,11,73,3,21,24,0,5,6,32,"Daniels County, Montana",6159,54,11,9,38,4,28,21,10,7,9,21
"G3000210","2015-2019","MT",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30021",,,"Dawson County, Montana",58596,1247,82,104,224,195,191,3,85,82,192,89,"Dawson County, Montana",4597,266,68,76,131,90,122,6,66,80,136,47
"G3000230","2015-2019","MT",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30023",,,"Deer Lodge County, Montana",41820,1258,89,139,154,165,115,20,22,64,373,117,"Deer Lodge County, Montana",2548,179,66,67,82,74,77,19,28,42,112,59
"G3000250","2015-2019","MT",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30025",,,"Fallon County, Montana",64545,373,27,34,50,43,22,0,18,0,27,152,"Fallon County, Montana",8729,76,22,39,45,42,25,10,23,10,23,60
"G3000270","2015-2019","MT",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30027",,,"Fergus County, Montana",50540,1334,123,191,146,105,55,8,104,91,272,239,"Fergus County, Montana",4972,238,80,92,108,69,51,12,95,72,135,72
"G3000290","2015-2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30029",,,"Flathead County, Montana",56182,10035,577,868,1179,1052,1366,797,674,771,1893,858,"Flathead County, Montana",2573,583,186,264,245,214,259,188,226,225,366,171
"G3000310","2015-2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30031",,,"Gallatin County, Montana",66397,16996,554,1461,2238,2153,1644,1626,1190,1118,4119,893,"Gallatin County, Montana",2238,719,150,351,337,372,223,330,262,288,474,194
"G3000330","2015-2019","MT",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30033",,,"Garfield County, Montana",42000,118,14,0,22,0,0,4,5,6,17,50,"Garfield County, Montana",6542,32,10,10,16,10,10,6,7,9,15,20
"G3000350","2015-2019","MT",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30035",,,"Glacier County, Montana",36045,1716,150,307,198,224,201,91,84,118,195,148,"Glacier County, Montana",2488,172,60,95,67,100,95,46,41,45,81,56
"G3000370","2015-2019","MT",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30037",,,"Golden Valley County, Montana",43875,81,4,24,5,4,2,0,0,0,20,22,"Golden Valley County, Montana",8120,22,3,14,8,4,2,10,10,10,12,10
"G3000390","2015-2019","MT",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30039",,,"Granite County, Montana",49881,273,19,52,52,15,19,18,7,19,11,61,"Granite County, Montana",5029,68,18,25,45,14,18,18,10,23,11,30
"G3000410","2015-2019","MT",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30041",,,"Hill County, Montana",49321,2430,205,308,201,186,351,141,131,160,514,233,"Hill County, Montana",3391,209,87,104,77,76,125,63,76,77,122,87
"G3000430","2015-2019","MT",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30043",,,"Jefferson County, Montana",69646,703,25,124,80,97,63,54,38,24,79,119,"Jefferson County, Montana",4258,111,18,58,45,51,37,38,34,28,53,57
"G3000450","2015-2019","MT",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30045",,,"Judith Basin County, Montana",43661,220,8,48,9,6,10,0,8,5,20,106,"Judith Basin County, Montana",5371,52,7,34,7,6,13,10,8,7,17,30
"G3000470","2015-2019","MT",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30047",,,"Lake County, Montana",48829,3307,309,511,415,240,283,234,152,256,497,410,"Lake County, Montana",2380,279,95,139,106,78,77,83,70,80,105,103
"G3000490","2015-2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30049",,,"Lewis and Clark County, Montana",65791,8522,652,757,1090,1167,1081,827,410,595,1368,575,"Lewis and Clark County, Montana",2949,492,207,156,256,182,259,209,170,142,228,164
"G3000510","2015-2019","MT",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30051",,,"Liberty County, Montana",44875,331,20,23,18,10,12,9,16,18,30,175,"Liberty County, Montana",5904,60,16,20,16,11,14,14,17,17,23,55
"G3000530","2015-2019","MT",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30053",,,"Lincoln County, Montana",40140,1597,36,268,82,199,180,101,97,157,294,183,"Lincoln County, Montana",2825,256,26,135,45,107,80,51,59,63,118,75
"G3000550","2015-2019","MT",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30055",,,"McCone County, Montana",49701,139,15,10,38,0,0,8,0,0,0,68,"McCone County, Montana",8951,48,20,9,28,10,10,11,10,10,10,32
"G3000570","2015-2019","MT",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30057",,,"Madison County, Montana",54107,822,45,54,99,67,82,50,9,76,54,286,"Madison County, Montana",3648,171,28,34,53,39,62,32,15,61,42,86
"G3000590","2015-2019","MT",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30059",,,"Meagher County, Montana",46607,193,19,16,9,23,28,10,0,9,12,67,"Meagher County, Montana",4741,64,26,19,9,26,30,16,10,15,16,36
"G3000610","2015-2019","MT",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30061",,,"Mineral County, Montana",41705,465,52,61,56,38,11,60,19,29,25,114,"Mineral County, Montana",2875,98,35,37,34,22,13,37,15,25,25,45
"G3000630","2015-2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30063",,,"Missoula County, Montana",54062,20273,551,1588,2220,2784,2534,1759,1063,1337,5231,1206,"Missoula County, Montana",2037,774,215,315,357,535,430,414,263,328,616,296
"G3000650","2015-2019","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30065",,,"Musselshell County, Montana",43274,611,17,66,44,41,47,33,62,42,66,193,"Musselshell County, Montana",6238,107,22,62,30,27,34,19,43,30,34,55
"G3000670","2015-2019","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30067",,,"Park County, Montana",53068,2449,65,311,397,187,285,230,54,196,379,345,"Park County, Montana",4601,277,36,103,152,86,142,113,54,102,137,98
"G3000690","2015-2019","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30069",,,"Petroleum County, Montana",51250,52,0,1,2,0,0,4,0,1,0,44,"Petroleum County, Montana",25123,19,10,3,4,10,10,6,10,3,10,19
"G3000710","2015-2019","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30071",,,"Phillips County, Montana",46212,392,57,38,33,49,41,2,2,25,15,130,"Phillips County, Montana",3346,101,38,27,25,45,37,3,3,26,18,59
"G3000730","2015-2019","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30073",,,"Pondera County, Montana",51151,534,95,34,16,35,34,44,32,13,79,152,"Pondera County, Montana",5815,88,44,19,11,23,18,29,19,11,40,51
"G3000750","2015-2019","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30075",,,"Powder River County, Montana",54427,187,7,10,10,7,2,7,0,7,0,137,"Powder River County, Montana",5552,44,8,15,10,9,3,9,10,9,10,36
"G3000770","2015-2019","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30077",,,"Powell County, Montana",54667,799,12,92,102,127,153,53,11,39,36,174,"Powell County, Montana",5187,140,16,65,68,76,98,63,13,35,38,77
"G3000790","2015-2019","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30079",,,"Prairie County, Montana",43625,83,0,0,0,5,0,8,13,2,5,50,"Prairie County, Montana",5807,33,10,10,10,7,10,10,17,4,7,25
"G3000810","2015-2019","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30081",,,"Ravalli County, Montana",53054,4115,372,194,399,473,496,463,283,229,800,406,"Ravalli County, Montana",2349,399,144,84,128,144,147,173,107,98,175,124
"G3000830","2015-2019","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30083",,,"Richland County, Montana",67205,1543,138,211,302,149,163,82,135,47,137,179,"Richland County, Montana",5590,222,83,99,166,97,90,65,84,36,99,79
"G3000850","2015-2019","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085",,,"Roosevelt County, Montana",43194,1169,202,185,148,115,79,50,39,38,100,213,"Roosevelt County, Montana",3908,108,53,51,54,40,33,26,22,22,42,64
"G3000870","2015-2019","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087",,,"Rosebud County, Montana",57992,976,194,213,84,78,56,44,0,37,109,161,"Rosebud County, Montana",4160,150,71,69,45,61,36,34,15,25,50,52
"G3000890","2015-2019","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089",,,"Sanders County, Montana",40823,1130,54,47,94,103,69,67,133,138,220,205,"Sanders County, Montana",2801,165,32,30,49,63,42,41,89,76,70,46
"G3000910","2015-2019","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091",,,"Sheridan County, Montana",55521,348,32,48,29,32,25,25,44,0,28,85,"Sheridan County, Montana",5472,77,18,26,21,21,21,19,32,10,25,31
"G3000930","2015-2019","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093",,,"Silver Bow County, Montana",45718,4652,294,290,363,635,535,389,165,277,1268,436,"Silver Bow County, Montana",3069,449,117,118,164,255,189,154,100,146,282,177
"G3000950","2015-2019","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095",,,"Stillwater County, Montana",64645,725,94,75,134,57,27,85,11,59,76,107,"Stillwater County, Montana",3961,130,42,33,74,30,17,59,8,30,53,37
"G3000970","2015-2019","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097",,,"Sweet Grass County, Montana",49886,433,36,76,91,41,29,12,16,5,49,78,"Sweet Grass County, Montana",6230,72,31,32,45,32,29,14,21,6,37,31
"G3000990","2015-2019","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099",,,"Teton County, Montana",55000,742,84,46,71,33,84,77,23,31,115,178,"Teton County, Montana",3985,88,37,28,33,21,41,35,19,20,36,45
"G3001010","2015-2019","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101",,,"Toole County, Montana",50721,758,79,70,83,78,95,20,59,9,57,208,"Toole County, Montana",6089,115,55,49,57,55,55,22,54,13,43,75
"G3001030","2015-2019","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103",,,"Treasure County, Montana",43047,112,4,21,1,6,0,7,0,5,8,60,"Treasure County, Montana",5150,35,4,16,6,6,10,5,10,8,13,25
"G3001050","2015-2019","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105",,,"Valley County, Montana",53162,850,97,94,74,152,73,16,18,103,86,137,"Valley County, Montana",4838,154,76,59,39,91,47,17,13,56,45,55
"G3001070","2015-2019","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107",,,"Wheatland County, Montana",39655,200,24,37,0,20,9,12,0,3,5,90,"Wheatland County, Montana",5457,54,17,25,10,18,11,15,10,4,7,34
"G3001090","2015-2019","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109",,,"Wibaux County, Montana",53958,101,6,26,22,0,0,14,0,2,0,31,"Wibaux County, Montana",9006,33,5,17,26,10,10,14,10,4,10,24
"G3001110","2015-2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111",,,"Yellowstone County, Montana",61264,20977,1003,2364,2865,2387,2218,1671,1386,1730,4291,1062,"Yellowstone County, Montana",1274,814,261,416,387,342,390,296,337,314,491,229
"G3100010","2015-2019","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001",,,"Adams County, Nebraska",53023,4263,197,469,660,454,414,266,147,347,991,318,"Adams County, Nebraska",2547,367,75,123,226,104,137,102,66,101,203,89
"G3100030","2015-2019","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003",,,"Antelope County, Nebraska",49912,664,91,53,76,65,34,47,19,22,102,155,"Antelope County, Nebraska",2871,94,46,29,33,27,23,20,14,16,37,44
"G3100050","2015-2019","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005",,,"Arthur County, Nebraska",42813,66,2,12,0,0,3,2,8,0,5,34,"Arthur County, Nebraska",4406,19,2,11,10,10,4,3,9,10,6,10
"G3100070","2015-2019","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007",,,"Banner County, Nebraska",51750,86,2,8,4,0,2,3,0,7,10,50,"Banner County, Nebraska",8552,24,4,9,4,10,3,5,10,12,12,17
"G3100090","2015-2019","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009",,,"Blaine County, Nebraska",51094,56,8,2,5,0,0,0,3,0,0,38,"Blaine County, Nebraska",6447,19,6,4,3,10,10,10,4,10,10,16
"G3100110","2015-2019","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011",,,"Boone County, Nebraska",54979,551,79,97,104,34,13,76,19,12,35,82,"Boone County, Nebraska",4116,80,41,39,40,15,9,34,14,7,19,36
"G3100130","2015-2019","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013",,,"Box Butte County, Nebraska",54004,1489,102,242,198,162,39,202,53,68,259,164,"Box Butte County, Nebraska",7401,219,57,114,107,80,33,123,45,40,110,83
"G3100150","2015-2019","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015",,,"Boyd County, Nebraska",47778,167,7,24,9,3,15,7,19,7,6,70,"Boyd County, Nebraska",9432,29,8,12,6,3,10,5,15,8,6,25
"G3100170","2015-2019","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017",,,"Brown County, Nebraska",43098,341,49,71,15,5,36,5,35,15,17,93,"Brown County, Nebraska",7472,90,36,40,20,9,29,11,26,19,16,53
"G3100190","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019",,,"Buffalo County, Nebraska",59431,6674,274,582,978,933,719,495,384,530,1390,389,"Buffalo County, Nebraska",2523,429,100,151,212,182,180,149,104,127,243,112
"G3100210","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021",,,"Burt County, Nebraska",54203,669,30,69,63,143,69,49,16,16,76,138,"Burt County, Nebraska",3863,89,22,29,22,55,25,28,13,11,28,45
"G3100230","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023",,,"Butler County, Nebraska",58979,744,96,127,81,79,50,48,12,17,115,119,"Butler County, Nebraska",5218,113,56,64,35,41,30,28,11,15,43,40
"G3100250","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025",,,"Cass County, Nebraska",71846,1821,87,222,327,176,187,163,78,145,259,177,"Cass County, Nebraska",2974,203,41,100,90,73,74,71,60,59,80,63
"G3100270","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027",,,"Cedar County, Nebraska",61869,682,52,113,97,97,44,36,25,24,64,130,"Cedar County, Nebraska",2475,92,30,41,40,47,24,20,20,14,29,45
"G3100290","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029",,,"Chase County, Nebraska",57009,409,62,42,71,45,40,9,2,9,49,80,"Chase County, Nebraska",3530,97,46,39,44,44,29,14,4,14,34,51
"G3100310","2015-2019","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031",,,"Cherry County, Nebraska",56651,983,61,118,61,67,93,33,68,2,103,377,"Cherry County, Nebraska",4893,138,43,64,40,49,62,27,54,3,50,80
"G3100330","2015-2019","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033",,,"Cheyenne County, Nebraska",53871,1467,66,122,355,210,148,21,81,209,142,113,"Cheyenne County, Nebraska",2632,184,48,62,137,81,65,19,51,94,62,49
"G3100350","2015-2019","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035",,,"Clay County, Nebraska",57173,514,50,71,61,37,47,45,20,46,54,83,"Clay County, Nebraska",3944,69,26,29,23,17,21,21,16,31,27,28
"G3100370","2015-2019","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037",,,"Colfax County, Nebraska",58872,1032,60,318,122,93,61,62,37,101,59,119,"Colfax County, Nebraska",8513,187,28,125,69,82,51,50,46,90,50,57
"G3100390","2015-2019","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039",,,"Cuming County, Nebraska",56768,1129,113,158,146,138,111,99,40,65,108,151,"Cuming County, Nebraska",4617,143,57,58,62,66,45,45,36,32,42,54
"G3100410","2015-2019","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",52184,1480,99,249,75,138,117,105,154,96,162,285,"Custer County, Nebraska",3474,183,50,88,37,57,69,53,113,56,63,63
"G3100430","2015-2019","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",59231,2576,251,402,375,287,248,224,151,177,311,150,"Dakota County, Nebraska",4148,231,147,169,145,134,137,140,72,119,120,65
"G3100450","2015-2019","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",50750,1247,174,72,137,159,275,52,17,74,155,132,"Dawes County, Nebraska",5335,209,102,67,72,135,182,72,16,72,134,83
"G3100470","2015-2019","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",53721,2930,221,343,410,418,326,262,190,164,412,184,"Dawson County, Nebraska",2699,268,93,146,205,132,124,166,97,94,148,60
"G3100490","2015-2019","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",47287,197,11,22,33,22,16,20,3,4,14,52,"Deuel County, Nebraska",2578,48,8,14,19,14,16,21,4,6,14,28
"G3100510","2015-2019","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",56905,505,41,39,61,33,43,53,40,18,76,101,"Dixon County, Nebraska",3812,79,25,23,27,14,21,41,31,15,28,35
"G3100530","2015-2019","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",54085,5780,377,810,801,661,610,416,330,526,863,386,"Dodge County, Nebraska",2510,371,158,164,194,184,189,137,118,148,210,110
"G3100550","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",64629,83492,2889,7935,12523,10429,8897,7256,5462,6682,17160,4259,"Douglas County, Nebraska",784,1093,363,593,649,676,612,648,513,497,748,431
"G3100570","2015-2019","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",41716,243,0,30,9,7,31,0,12,7,7,140,"Dundy County, Nebraska",4099,70,10,24,12,11,26,10,15,9,7,58
"G3100590","2015-2019","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",60313,564,91,60,35,62,94,27,4,13,51,127,"Fillmore County, Nebraska",5832,94,38,32,19,32,39,25,4,9,25,44
"G3100610","2015-2019","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",49282,267,42,16,46,17,3,12,29,16,25,61,"Franklin County, Nebraska",2878,49,22,12,22,12,4,10,23,19,15,26
"G3100630","2015-2019","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",54659,338,17,37,33,55,25,35,5,15,24,92,"Frontier County, Nebraska",4213,56,10,18,20,22,12,25,6,12,16,37
"G3100650","2015-2019","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",48838,540,55,43,52,40,78,30,10,30,85,117,"Furnas County, Nebraska",1929,89,30,27,22,26,46,17,8,18,33,42
"G3100670","2015-2019","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",53110,2732,243,411,275,287,359,185,125,290,384,173,"Gage County, Nebraska",2341,254,85,116,97,73,112,96,64,115,104,62
"G3100690","2015-2019","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",43750,228,6,29,18,44,12,10,2,0,12,95,"Garden County, Nebraska",3764,59,7,18,12,28,8,14,5,10,12,39
"G3100710","2015-2019","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",53000,196,10,28,13,32,9,16,0,6,45,37,"Garfield County, Nebraska",5763,56,11,25,15,19,13,17,10,8,31,22
"G3100730","2015-2019","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",64053,278,39,65,27,12,20,14,17,3,23,58,"Gosper County, Nebraska",3355,55,21,36,18,16,18,15,22,4,14,29
"G3100750","2015-2019","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",46500,85,4,2,2,7,0,2,0,0,1,67,"Grant County, Nebraska",9330,22,3,3,2,5,10,3,10,10,2,21
"G3100770","2015-2019","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077",,,"Greeley County, Nebraska",47869,194,20,22,37,24,5,12,1,0,36,37,"Greeley County, Nebraska",2860,33,12,13,18,13,5,9,2,10,18,18
"G3100790","2015-2019","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079",,,"Hall County, Nebraska",57104,8698,616,1245,1132,954,931,700,305,713,1652,450,"Hall County, Nebraska",2147,485,189,243,223,208,235,190,107,225,268,134
"G3100810","2015-2019","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081",,,"Hamilton County, Nebraska",64210,853,94,65,107,173,91,106,18,9,106,84,"Hamilton County, Nebraska",4075,133,52,33,50,70,48,58,25,8,54,41
"G3100830","2015-2019","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083",,,"Harlan County, Nebraska",49835,314,33,47,27,27,9,24,0,13,62,72,"Harlan County, Nebraska",4377,63,20,23,15,23,8,15,10,17,33,30
"G3100850","2015-2019","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085",,,"Hayes County, Nebraska",51726,100,23,18,0,2,0,2,0,2,12,41,"Hayes County, Nebraska",5827,28,14,12,10,3,10,3,10,4,14,18
"G3100870","2015-2019","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087",,,"Hitchcock County, Nebraska",49962,324,44,52,39,11,23,15,7,13,22,98,"Hitchcock County, Nebraska",5597,58,29,27,24,11,12,12,6,13,12,33
"G3100890","2015-2019","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089",,,"Holt County, Nebraska",60387,1249,99,199,173,144,103,149,25,67,144,146,"Holt County, Nebraska",2930,143,40,86,58,68,51,65,24,52,73,51
"G3100910","2015-2019","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091",,,"Hooker County, Nebraska",41125,119,21,8,38,0,10,10,8,0,0,24,"Hooker County, Nebraska",10416,39,15,11,29,10,11,13,11,10,10,10
