GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AF49E001,AF9FE001,AF9FE002,AF9FE003,AF9FE004,AF9FE005,AF9FE006,AF9FE007,AF9FE008,AF9FE009,AF9FE010,AF9FE011,NAME_M,AF49M001,AF9FM001,AF9FM002,AF9FM003,AF9FM004,AF9FM005,AF9FM006,AF9FM007,AF9FM008,AF9FM009,AF9FM010,AF9FM011
"G0600270","2012-2016","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027",,,"Inyo County, California",47278,2769,149,204,286,272,394,331,148,169,513,303,"Inyo County, California",3449,222,61,67,107,94,142,128,50,83,143,70
"G0600290","2012-2016","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029",,,"Kern County, California",49788,113028,3502,8852,12797,12535,10795,8719,7751,10777,30411,6889,"Kern County, California",909,1838,422,774,849,877,752,642,712,862,1264,568
"G0600310","2012-2016","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031",,,"Kings County, California",47241,20865,625,1373,2645,2650,2271,1906,1227,1903,4851,1414,"Kings County, California",1395,773,185,230,379,360,318,323,288,321,565,247
"G0600330","2012-2016","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033",,,"Lake County, California",36132,9646,242,644,612,841,775,698,800,1190,3031,813,"Lake County, California",2745,689,104,198,206,217,200,210,217,235,413,167
"G0600350","2012-2016","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035",,,"Lassen County, California",51457,3365,109,286,446,364,331,319,122,292,786,310,"Lassen County, California",2483,302,56,112,120,114,110,108,65,87,172,97
"G0600370","2012-2016","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037",,,"Los Angeles County, California",57952,1782269,42956,102709,167422,191809,185335,159881,124881,177499,544541,85236,"Los Angeles County, California",331,7413,1475,2290,2390,3001,3029,2653,2382,3033,4357,1915
"G0600390","2012-2016","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039",,,"Madera County, California",45742,17116,530,922,1461,1628,1563,1624,1203,2253,3824,2108,"Madera County, California",1704,651,151,190,315,313,245,297,248,345,466,355
"G0600410","2012-2016","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041",,,"Marin County, California",100310,38200,1695,2762,4235,4489,4129,3225,2224,3515,10061,1865,"Marin County, California",1876,880,289,366,469,489,470,445,331,399,595,306
"G0600430","2012-2016","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043",,,"Mariposa County, California",49265,2203,286,111,145,131,269,125,148,157,527,304,"Mariposa County, California",3372,264,97,67,70,58,108,60,78,56,150,140
"G0600450","2012-2016","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045",,,"Mendocino County, California",43510,14830,649,647,982,1472,1480,985,1048,1236,4794,1537,"Mendocino County, California",1518,713,189,183,194,267,258,199,254,295,446,287
"G0600470","2012-2016","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047",,,"Merced County, California",44397,37381,931,2406,3606,4319,4297,3123,2273,3680,9343,3403,"Merced County, California",1141,971,208,335,438,467,404,406,348,450,658,426
"G0600490","2012-2016","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049",,,"Modoc County, California",41194,930,36,101,132,90,92,65,25,52,218,119,"Modoc County, California",3818,183,22,59,61,60,63,48,27,47,102,65
"G0600510","2012-2016","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051",,,"Mono County, California",58937,2217,147,263,296,297,263,175,80,126,189,381,"Mono County, California",6409,338,103,155,137,133,150,138,63,90,89,166
"G0600530","2012-2016","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053",,,"Monterey County, California",60889,63315,1428,3578,6486,7233,7729,6651,4889,6982,15523,2816,"Monterey County, California",992,1071,312,429,554,531,653,570,504,544,845,326
"G0600550","2012-2016","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055",,,"Napa County, California",74609,18964,620,1232,2029,2390,2198,1911,1462,1969,4069,1084,"Napa County, California",1865,684,143,215,328,293,282,269,306,266,385,180
"G0600570","2012-2016","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057",,,"Nevada County, California",57429,11305,284,438,888,1696,1227,921,821,1203,2847,980,"Nevada County, California",2569,771,131,126,224,345,250,241,202,297,426,282
"G0600590","2012-2016","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059",,,"Orange County, California",78145,435506,9071,23344,40805,52161,49705,42209,31741,43910,122448,20112,"Orange County, California",490,3549,725,1030,1464,1471,1747,1557,1355,1546,2176,1224
"G0600610","2012-2016","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061",,,"Placer County, California",76926,40906,948,2711,4949,4925,4761,3690,2760,3578,10326,2258,"Placer County, California",1293,1072,180,317,462,540,464,383,398,414,686,305
"G0600630","2012-2016","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063",,,"Plumas County, California",50125,2409,42,174,337,276,356,105,197,250,548,124,"Plumas County, California",3068,266,39,78,127,108,134,53,64,134,171,62
"G0600650","2012-2016","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065",,,"Riverside County, California",57972,250792,4395,11745,24615,27731,27299,23472,18583,25802,73634,13516,"Riverside County, California",542,2839,481,709,1104,1080,1131,1063,1134,1173,2024,830
"G0600670","2012-2016","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067",,,"Sacramento County, California",57509,236218,6204,15002,25612,27450,26591,19564,16177,22889,65289,11440,"Sacramento County, California",578,2333,564,914,1228,1212,1225,1058,935,1110,1555,667
"G0600690","2012-2016","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069",,,"San Benito County, California",73814,6566,146,456,734,897,680,610,471,735,1465,372,"San Benito County, California",3746,391,93,146,169,196,164,171,120,225,237,91
"G0600710","2012-2016","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071",,,"San Bernardino County, California",54469,253346,5361,13073,23142,28281,25818,22158,18730,26671,75140,14972,"San Bernardino County, California",559,2932,592,930,1414,951,1200,1003,1075,1451,2385,981
"G0600730","2012-2016","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073",,,"San Diego County, California",66529,521493,9762,30151,51666,60204,60576,49484,36360,54638,141431,27221,"San Diego County, California",460,3836,754,1237,1928,1979,1831,1464,1222,1950,2759,1201
"G0600750","2012-2016","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075",,,"San Francisco County, California",87701,225466,16016,24852,29876,27423,25588,17185,12147,16512,45811,10056,"San Francisco County, California",1447,2172,904,1036,1130,1088,1024,867,723,919,1306,679
"G0600770","2012-2016","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077",,,"San Joaquin County, California",55045,98257,2123,5637,9882,11581,10478,8313,7044,9345,27776,6078,"San Joaquin County, California",896,1656,265,495,599,706,702,644,637,730,1011,546
"G0600790","2012-2016","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079",,,"San Luis Obispo County, California",64014,42780,1189,2604,4573,4652,5037,3529,2635,4047,11940,2574,"San Luis Obispo County, California",1807,1112,323,371,570,643,595,455,438,527,818,385
"G0600810","2012-2016","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081",,,"San Mateo County, California",98546,106666,3187,7881,13687,13827,12525,8587,7846,9266,25688,4172,"San Mateo County, California",1232,1495,409,558,864,970,874,581,550,629,1066,428
"G0600830","2012-2016","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083",,,"Santa Barbara County, California",65161,68611,1401,3800,6468,7703,8004,6886,4443,6975,19726,3205,"Santa Barbara County, California",1202,1127,238,406,584,635,619,543,489,512,762,418
"G0600850","2012-2016","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085",,,"Santa Clara County, California",101173,272324,9709,24705,35153,35317,31331,23540,17235,22968,62139,10227,"Santa Clara County, California",661,2460,593,799,1419,1308,1222,1133,970,1172,1743,644
"G0600870","2012-2016","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087",,,"Santa Cruz County, California",70088,40209,1143,2139,2767,4482,4505,3523,3150,3741,12739,2020,"Santa Cruz County, California",1935,1003,277,331,352,539,485,485,439,438,755,350
"G0600890","2012-2016","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089",,,"Shasta County, California",45582,26421,676,1629,2036,3094,2741,2452,1616,3121,7457,1599,"Shasta County, California",963,825,159,270,301,360,366,309,235,364,533,258
"G0600910","2012-2016","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091",,,"Sierra County, California",43984,251,5,2,26,22,5,57,49,0,33,52,"Sierra County, California",11767,83,11,4,34,22,10,50,50,12,25,42
"G0600930","2012-2016","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093",,,"Siskiyou County, California",38524,6922,346,355,678,592,585,506,449,679,2030,702,"Siskiyou County, California",2078,413,128,113,139,163,135,106,127,138,264,134
"G0600950","2012-2016","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095",,,"Solano County, California",69227,59232,1032,3429,6596,7098,6406,5592,4062,5950,16448,2619,"Solano County, California",1596,1278,193,440,563,650,604,576,434,551,1009,344
"G0600970","2012-2016","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097",,,"Sonoma County, California",66833,76269,2122,3947,7726,8805,8876,7536,5121,7202,20854,4080,"Sonoma County, California",1161,1267,325,472,625,565,684,687,550,560,1053,447
"G0600990","2012-2016","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099",,,"Stanislaus County, California",51591,73980,1466,4079,7995,8404,7244,6472,5150,7440,20701,5029,"Stanislaus County, California",797,1317,267,501,766,610,659,622,618,597,1039,515
"G0601010","2012-2016","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101",,,"Sutter County, California",52943,13738,212,983,1610,1539,1701,1579,951,1426,3001,736,"Sutter County, California",1645,525,104,197,303,297,318,250,205,213,332,152
"G0601030","2012-2016","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103",,,"Tehama County, California",40687,7929,117,519,911,681,934,916,349,871,1906,725,"Tehama County, California",2118,564,61,190,251,192,258,261,164,260,334,193
"G0601050","2012-2016","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105",,,"Trinity County, California",35270,1772,22,98,34,196,135,194,230,182,464,217,"Trinity County, California",3838,237,25,78,25,91,88,105,116,92,135,103
"G0601070","2012-2016","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107",,,"Tulare County, California",42789,58392,1746,3765,5672,6871,5704,4710,3944,6145,15363,4472,"Tulare County, California",1042,1269,294,470,554,626,514,521,403,555,860,417
"G0601090","2012-2016","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109",,,"Tuolumne County, California",50731,7099,197,403,591,600,776,725,703,647,1738,719,"Tuolumne County, California",1795,539,100,197,188,178,196,216,199,194,324,184
"G0601110","2012-2016","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111",,,"Ventura County, California",78593,98461,2132,4862,9045,11969,11098,9628,7850,11060,26718,4099,"Ventura County, California",962,1494,344,551,733,741,651,605,628,818,974,422
"G0601130","2012-2016","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113",,,"Yolo County, California",57663,35350,748,2000,3491,3530,4028,3053,2346,3085,10330,2739,"Yolo County, California",1664,870,163,274,403,420,454,409,362,423,655,292
"G0601150","2012-2016","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115",,,"Yuba County, California",48739,10691,119,665,756,1462,924,1225,755,1420,2605,760,"Yuba County, California",2031,520,56,191,216,291,214,234,207,303,325,196
"G0800010","2012-2016","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001",,,"Adams County, Colorado",61444,56469,1364,3558,6539,7416,7301,6183,3949,5451,12762,1946,"Adams County, Colorado",985,1011,323,477,561,670,570,521,462,619,770,293
"G0800030","2012-2016","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003",,,"Alamosa County, Colorado",32385,2562,145,264,177,179,225,314,150,250,600,258,"Alamosa County, Colorado",3599,260,87,138,110,90,108,166,97,105,213,143
"G0800050","2012-2016","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005",,,"Arapahoe County, Colorado",66288,87690,1773,4849,10921,11883,10403,9004,6451,8458,20297,3651,"Arapahoe County, Colorado",628,1260,297,430,722,773,621,664,558,671,856,445
"G0800070","2012-2016","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007",,,"Archuleta County, Colorado",45607,1359,84,93,85,307,77,88,114,172,248,91,"Archuleta County, Colorado",4241,246,68,56,52,142,46,53,81,101,102,51
"G0800090","2012-2016","CO",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08009",,,"Baca County, Colorado",37477,409,34,55,29,39,35,30,17,27,34,109,"Baca County, Colorado",3196,74,20,25,17,22,23,20,13,22,20,37
"G0800110","2012-2016","CO",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08011",,,"Bent County, Colorado",34773,554,59,18,47,16,61,41,10,31,161,110,"Bent County, Colorado",5957,142,41,17,29,14,36,28,9,24,70,58
"G0800130","2012-2016","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08013",,,"Boulder County, Colorado",72282,47176,1393,3221,5288,4815,4667,3502,3012,3784,15226,2268,"Boulder County, Colorado",1203,973,308,394,453,462,428,367,393,408,792,348
"G0800140","2012-2016","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08014",,,"Broomfield County, Colorado",83334,7935,151,617,1492,1099,840,637,401,695,1624,379,"Broomfield County, Colorado",2790,321,67,165,262,205,154,167,116,183,231,119
"G0800150","2012-2016","CO",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08015",,,"Chaffee County, Colorado",50993,1868,84,199,237,184,158,179,133,146,401,147,"Chaffee County, Colorado",2307,328,63,120,122,83,64,88,84,82,151,74
"G0800170","2012-2016","CO",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08017",,,"Cheyenne County, Colorado",54375,185,21,36,23,12,0,16,3,0,14,60,"Cheyenne County, Colorado",3787,49,13,28,17,11,11,15,4,11,13,33
"G0800190","2012-2016","CO",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08019",,,"Clear Creek County, Colorado",68250,971,82,156,94,90,136,32,55,49,219,58,"Clear Creek County, Colorado",5320,151,40,83,46,53,73,24,33,32,81,47
"G0800210","2012-2016","CO",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08021",,,"Conejos County, Colorado",34630,599,43,6,89,36,85,76,20,23,109,112,"Conejos County, Colorado",2794,82,29,6,42,23,35,40,25,11,39,46
"G0800230","2012-2016","CO",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08023",,,"Costilla County, Colorado",26610,356,11,22,12,30,18,28,40,23,76,96,"Costilla County, Colorado",3906,79,12,26,15,26,15,24,23,25,39,43
"G0800250","2012-2016","CO",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08025",,,"Crowley County, Colorado",31719,244,0,27,17,32,18,28,8,18,47,49,"Crowley County, Colorado",3534,66,16,25,14,37,17,17,13,17,24,27
"G0800270","2012-2016","CO",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08027",,,"Custer County, Colorado",38605,381,2,30,15,55,51,30,6,46,131,15,"Custer County, Colorado",4710,85,4,17,20,49,37,28,8,27,69,17
"G0800290","2012-2016","CO",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08029",,,"Delta County, Colorado",42011,3538,278,192,217,292,378,264,108,440,947,422,"Delta County, Colorado",2339,285,124,76,86,102,129,93,60,142,169,106
"G0800310","2012-2016","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08031",,,"Denver County, Colorado",56258,142202,4581,11507,17866,19071,16387,12586,9284,11988,32918,6014,"Denver County, Colorado",883,1870,447,728,993,809,1065,858,655,861,1252,630
"G0800330","2012-2016","CO",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08033",,,"Dolores County, Colorado",32240,172,12,7,8,19,19,12,4,6,28,57,"Dolores County, Colorado",3582,39,13,7,8,17,13,12,7,9,19,24
"G0800350","2012-2016","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08035",,,"Douglas County, Colorado",105759,23287,770,2040,3547,3494,3001,1790,1572,1833,4106,1134,"Douglas County, Colorado",1690,817,208,281,461,367,401,317,333,267,407,184
"G0800370","2012-2016","CO",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08037",,,"Eagle County, Colorado",78763,5606,353,430,912,732,502,514,409,466,943,345,"Eagle County, Colorado",3924,546,211,164,270,216,203,148,126,184,302,114
"G0800390","2012-2016","CO",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08039",,,"Elbert County, Colorado",87288,961,27,86,162,82,166,39,20,96,147,136,"Elbert County, Colorado",3230,172,24,50,78,39,95,24,22,66,70,54
"G0800410","2012-2016","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08041",,,"El Paso County, Colorado",60219,93035,2254,6830,11485,12293,11106,9598,6291,8792,21074,3312,"El Paso County, Colorado",868,1670,380,752,789,811,828,815,648,740,951,343
"G0800430","2012-2016","CO",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08043",,,"Fremont County, Colorado",42308,4475,134,347,510,448,499,316,233,396,1061,531,"Fremont County, Colorado",1887,442,89,162,178,155,180,105,88,139,246,151
"G0800450","2012-2016","CO",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08045",,,"Garfield County, Colorado",61300,7076,187,400,1083,964,920,549,458,727,1397,391,"Garfield County, Colorado",2979,497,100,126,284,216,242,132,147,240,226,125
"G0800470","2012-2016","CO",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08047",,,"Gilpin County, Colorado",67544,563,46,45,95,90,41,42,26,19,125,34,"Gilpin County, Colorado",11078,131,72,33,50,46,34,31,31,22,63,28
"G0800490","2012-2016","CO",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08049",,,"Grand County, Colorado",67623,1742,111,148,289,268,204,110,116,115,255,126,"Grand County, Colorado",4520,313,57,84,149,108,93,70,73,84,114,77
"G0800510","2012-2016","CO",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08051",,,"Gunnison County, Colorado",50746,2721,78,287,188,215,291,450,84,270,656,202,"Gunnison County, Colorado",3990,256,62,124,74,78,135,171,51,158,198,81
"G0800530","2012-2016","CO",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08053",,,"Hinsdale County, Colorado",51250,108,5,7,20,15,9,9,8,15,4,16,"Hinsdale County, Colorado",10651,28,8,9,13,13,8,9,11,11,6,10
"G0800550","2012-2016","CO",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08055",,,"Huerfano County, Colorado",33257,810,36,60,10,33,76,69,56,84,185,201,"Huerfano County, Colorado",3275,154,42,42,19,28,53,68,37,71,79,95
"G0800570","2012-2016","CO",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08057",,,"Jackson County, Colorado",45053,195,1,17,23,0,9,4,0,3,46,92,"Jackson County, Colorado",5212,56,7,19,22,11,14,6,11,4,26,39
"G0800590","2012-2016","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08059",,,"Jefferson County, Colorado",72017,66893,1607,5097,8836,8785,8095,5904,4058,6228,15767,2516,"Jefferson County, Colorado",732,1268,228,512,609,561,583,538,416,568,761,278
"G0800610","2012-2016","CO",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08061",,,"Kiowa County, Colorado",38385,150,11,23,20,11,5,6,2,4,10,58,"Kiowa County, Colorado",3646,39,8,16,17,12,8,6,3,4,6,23
"G0800630","2012-2016","CO",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08063",,,"Kit Carson County, Colorado",44449,905,47,47,44,135,111,51,33,92,162,183,"Kit Carson County, Colorado",6458,172,32,25,31,74,59,34,27,79,66,73
"G0800650","2012-2016","CO",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08065",,,"Lake County, Colorado",46928,1384,134,95,167,228,142,71,66,190,213,78,"Lake County, Colorado",12843,250,105,92,130,130,102,57,58,134,92,57
"G0800670","2012-2016","CO",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08067",,,"La Plata County, Colorado",61910,6984,191,546,896,790,681,761,393,523,1585,618,"La Plata County, Colorado",2330,522,91,141,230,233,166,195,129,183,342,149
"G0800690","2012-2016","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08069",,,"Larimer County, Colorado",61942,45386,1006,2792,4442,5235,5162,4006,3250,4502,13012,1979,"Larimer County, Colorado",1051,1165,236,345,435,522,556,487,401,537,726,321
"G0800710","2012-2016","CO",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08071",,,"Las Animas County, Colorado",42808,1898,110,178,287,122,222,85,83,171,391,249,"Las Animas County, Colorado",3023,218,59,69,109,56,70,46,39,69,106,62
"G0800730","2012-2016","CO",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08073",,,"Lincoln County, Colorado",40438,454,5,16,44,65,29,62,36,17,93,87,"Lincoln County, Colorado",3362,384,14,19,35,55,35,83,47,23,76,76
"G0800750","2012-2016","CO",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08075",,,"Logan County, Colorado",43340,2967,113,192,310,465,368,178,94,286,692,269,"Logan County, Colorado",4492,320,54,110,115,205,220,73,61,136,198,104
"G0800770","2012-2016","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08077",,,"Mesa County, Colorado",50070,19026,535,1102,2350,1935,2015,1937,1157,1517,5253,1225,"Mesa County, Colorado",1685,829,172,286,359,343,326,310,325,317,598,284
"G0800790","2012-2016","CO",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08079",,,"Mineral County, Colorado",49125,55,0,4,0,20,0,14,5,0,3,9,"Mineral County, Colorado",7775,29,11,7,11,21,11,20,7,11,4,6
"G0800810","2012-2016","CO",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08081",,,"Moffat County, Colorado",53664,1428,121,129,167,121,148,216,64,83,272,107,"Moffat County, Colorado",4678,199,63,80,81,71,92,93,53,53,106,59
"G0800830","2012-2016","CO",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08083",,,"Montezuma County, Colorado",41622,3058,126,361,300,291,290,223,184,332,558,393,"Montezuma County, Colorado",2453,277,63,110,101,106,107,92,76,114,137,111
"G0800850","2012-2016","CO",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08085",,,"Montrose County, Colorado",43890,5041,160,420,610,664,285,442,334,469,1153,504,"Montrose County, Colorado",2941,373,84,155,199,188,113,139,133,161,291,136
"G0800870","2012-2016","CO",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08087",,,"Morgan County, Colorado",49495,3584,224,562,431,351,504,283,278,225,438,288,"Morgan County, Colorado",2108,342,98,162,116,125,150,107,103,122,151,95
"G0800890","2012-2016","CO",,,"Colorado","08","Otero County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08089",,,"Otero County, Colorado",34477,2652,83,172,194,189,427,255,168,249,658,257,"Otero County, Colorado",3630,252,45,76,77,87,129,91,93,115,157,97
"G0800910","2012-2016","CO",,,"Colorado","08","Ouray County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08091",,,"Ouray County, Colorado",62800,628,23,86,113,59,30,74,13,19,136,75,"Ouray County, Colorado",4623,103,23,46,50,29,25,56,16,20,61,42
