GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AF49E001,AF9FE001,AF9FE002,AF9FE003,AF9FE004,AF9FE005,AF9FE006,AF9FE007,AF9FE008,AF9FE009,AF9FE010,AF9FE011,NAME_M,AF49M001,AF9FM001,AF9FM002,AF9FM003,AF9FM004,AF9FM005,AF9FM006,AF9FM007,AF9FM008,AF9FM009,AF9FM010,AF9FM011
"G0800930","2012-2016","CO",,,"Colorado","08","Park County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08093",,,"Park County, Colorado",61675,1258,33,74,148,215,74,71,149,188,236,70,"Park County, Colorado",4821,278,44,67,89,151,43,42,89,102,88,50
"G0800950","2012-2016","CO",,,"Colorado","08","Phillips County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08095",,,"Phillips County, Colorado",46955,576,96,69,81,54,30,28,22,28,83,85,"Phillips County, Colorado",6522,85,44,40,45,34,18,21,26,20,42,41
"G0800970","2012-2016","CO",,,"Colorado","08","Pitkin County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08097",,,"Pitkin County, Colorado",69789,2827,130,304,400,300,372,213,272,217,381,238,"Pitkin County, Colorado",8113,406,98,127,213,125,179,111,137,134,152,96
"G0800990","2012-2016","CO",,,"Colorado","08","Prowers County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08099",,,"Prowers County, Colorado",41037,1713,117,90,137,187,169,294,37,119,324,239,"Prowers County, Colorado",2895,209,72,47,73,77,83,140,39,67,129,90
"G0801010","2012-2016","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08101",,,"Pueblo County, Colorado",42000,22867,783,1322,2458,2558,2204,2166,1720,2113,6107,1436,"Pueblo County, Colorado",978,844,227,256,343,323,298,290,227,360,482,236
"G0801030","2012-2016","CO",,,"Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08103",,,"Rio Blanco County, Colorado",56771,801,73,137,131,72,33,46,25,26,152,106,"Rio Blanco County, Colorado",9808,135,45,62,65,45,28,33,24,28,71,49
"G0801050","2012-2016","CO",,,"Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08105",,,"Rio Grande County, Colorado",40177,1528,117,187,190,265,73,108,102,42,281,163,"Rio Grande County, Colorado",3832,223,70,87,91,103,38,100,93,38,113,80
"G0801070","2012-2016","CO",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08107",,,"Routt County, Colorado",63505,3079,113,158,348,529,236,177,151,380,685,302,"Routt County, Colorado",4842,318,67,70,156,137,92,80,68,148,177,103
"G0801090","2012-2016","CO",,,"Colorado","08","Saguache County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08109",,,"Saguache County, Colorado",32457,703,36,40,30,71,91,78,33,68,130,126,"Saguache County, Colorado",3677,115,34,28,25,41,49,39,21,36,53,54
"G0801110","2012-2016","CO",,,"Colorado","08","San Juan County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08111",,,"San Juan County, Colorado",41250,88,2,3,0,12,10,26,2,6,12,15,"San Juan County, Colorado",12794,31,3,4,11,10,11,21,3,9,11,23
"G0801130","2012-2016","CO",,,"Colorado","08","San Miguel County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08113",,,"San Miguel County, Colorado",58170,1326,44,42,164,201,157,123,92,107,352,44,"San Miguel County, Colorado",4648,153,30,32,53,65,63,47,42,45,83,26
"G0801150","2012-2016","CO",,,"Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08115",,,"Sedgwick County, Colorado",46977,305,14,54,60,27,34,24,4,31,35,22,"Sedgwick County, Colorado",3747,58,16,29,37,16,21,17,6,28,17,14
"G0801170","2012-2016","CO",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08117",,,"Summit County, Colorado",70192,3182,46,90,535,338,357,320,228,308,755,205,"Summit County, Colorado",4595,384,38,61,196,152,157,164,158,157,213,106
"G0801190","2012-2016","CO",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08119",,,"Teller County, Colorado",63723,1917,16,123,317,240,187,147,172,208,425,82,"Teller County, Colorado",4288,297,26,72,133,107,85,82,88,97,134,61
"G0801210","2012-2016","CO",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08121",,,"Washington County, Colorado",46315,596,35,72,93,64,53,43,16,15,77,128,"Washington County, Colorado",2485,83,18,33,35,33,25,17,14,13,31,38
"G0801230","2012-2016","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08123",,,"Weld County, Colorado",62820,28964,1098,2074,3435,3051,3661,2514,1861,2322,6493,2455,"Weld County, Colorado",1323,778,211,295,406,337,434,279,260,327,453,313
"G0801250","2012-2016","CO",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08125",,,"Yuma County, Colorado",42026,1527,132,56,185,193,108,176,144,98,158,277,"Yuma County, Colorado",3485,209,80,38,96,107,61,90,91,73,90,121
"G0900010","2012-2016","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09001",,,"Fairfield County, Connecticut",86670,108502,4602,7926,10712,11688,11950,9244,6427,9798,29552,6603,"Fairfield County, Connecticut",1113,1647,467,671,766,786,734,782,668,662,1219,575
"G0900030","2012-2016","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09003",,,"Hartford County, Connecticut",68027,124569,4513,9959,15070,14637,14352,10251,7233,9278,31582,7694,"Hartford County, Connecticut",895,1816,400,753,986,793,812,769,586,766,1250,567
"G0900050","2012-2016","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09005",,,"Litchfield County, Connecticut",73519,17326,522,1517,1745,2471,2078,1339,1171,1378,3530,1575,"Litchfield County, Connecticut",1457,772,182,327,257,270,340,201,282,294,400,238
"G0900070","2012-2016","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09007",,,"Middlesex County, Connecticut",79837,16925,403,1230,2144,2043,2044,1417,1020,1409,3747,1468,"Middlesex County, Connecticut",1690,775,131,255,367,371,301,244,227,300,363,322
"G0900090","2012-2016","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09009",,,"New Haven County, Connecticut",62715,122919,3604,7307,12618,13534,13352,10323,7908,11037,34764,8472,"New Haven County, Connecticut",921,1716,464,640,796,827,811,722,745,738,1306,580
"G0900110","2012-2016","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09011",,,"New London County, Connecticut",67574,36034,1025,2775,4057,4957,4191,3598,2307,3275,7490,2359,"New London County, Connecticut",1516,941,228,317,405,486,453,449,402,445,549,338
"G0900130","2012-2016","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09013",,,"Tolland County, Connecticut",80129,14894,340,1118,1971,1753,1595,1522,922,1219,3593,861,"Tolland County, Connecticut",1915,778,138,310,377,338,234,330,254,249,455,223
"G0900150","2012-2016","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09015",,,"Windham County, Connecticut",60689,13321,600,1005,1542,1350,1620,1192,803,1253,3221,735,"Windham County, Connecticut",1613,554,203,233,259,270,331,271,185,284,413,192
"G1000010","2012-2016","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10001",,,"Kent County, Delaware",55184,19052,469,1291,2307,2137,2293,1619,1254,1944,4504,1234,"Kent County, Delaware",1410,804,175,283,326,301,363,297,242,310,405,200
"G1000030","2012-2016","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10003",,,"New Castle County, Delaware",66283,63474,2814,4871,8415,7426,6749,5405,3933,5586,13974,4301,"New Castle County, Delaware",934,1175,493,461,777,596,627,500,422,565,781,439
"G1000050","2012-2016","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10005",,,"Sussex County, Delaware",54218,18585,884,1416,2128,1999,1934,1635,1015,1642,3615,2317,"Sussex County, Delaware",1078,762,237,281,347,300,298,264,217,285,420,318
"G1100010","2012-2016","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US11001",,,"District of Columbia, District of Columbia",72935,163874,7411,13070,19825,19855,19371,13688,10207,11674,39491,9282,"District of Columbia, District of Columbia",1164,1674,702,634,830,819,929,797,670,689,1430,684
"G1200010","2012-2016","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12001",,,"Alachua County, Florida",44702,44579,1184,3073,3956,4017,3893,3222,2792,4245,12999,5198,"Alachua County, Florida",1585,1136,239,415,434,481,481,403,496,505,923,635
"G1200030","2012-2016","FL",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12003",,,"Baker County, Florida",53327,1713,54,166,139,292,157,52,131,186,198,338,"Baker County, Florida",4669,291,51,111,89,157,119,53,86,111,113,128
"G1200050","2012-2016","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12005",,,"Bay County, Florida",48577,25997,576,1820,2916,3145,2921,2440,1495,2477,6402,1805,"Bay County, Florida",1251,885,189,346,468,425,348,374,285,321,570,323
"G1200070","2012-2016","FL",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12007",,,"Bradford County, Florida",43373,2367,149,121,284,179,204,138,26,145,776,345,"Bradford County, Florida",3640,326,97,92,142,112,120,113,24,138,223,155
"G1200090","2012-2016","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12009",,,"Brevard County, Florida",49914,63537,1362,4817,7208,7264,6784,5316,4300,6072,15403,5011,"Brevard County, Florida",752,1787,245,605,813,661,733,603,485,593,1010,413
"G1200110","2012-2016","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12011",,,"Broward County, Florida",52954,250634,3520,10339,21514,28663,27936,22860,18400,26960,75902,14540,"Broward County, Florida",555,3041,408,808,1191,1172,1317,1167,1002,1153,1895,959
"G1200130","2012-2016","FL",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12013",,,"Calhoun County, Florida",37089,790,15,110,73,105,39,19,34,7,153,235,"Calhoun County, Florida",2913,195,17,73,49,72,36,25,34,13,64,102
"G1200150","2012-2016","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12015",,,"Charlotte County, Florida",44865,16046,383,929,1719,1835,1430,1200,992,1692,4209,1657,"Charlotte County, Florida",1142,680,138,209,292,270,299,253,217,333,398,306
"G1200170","2012-2016","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12017",,,"Citrus County, Florida",39054,11144,524,710,964,858,1076,1186,542,963,3175,1146,"Citrus County, Florida",1401,648,203,226,237,189,232,272,194,251,405,227
"G1200190","2012-2016","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12019",,,"Clay County, Florida",59179,17798,488,1103,2203,2740,2123,1272,1214,1271,3850,1534,"Clay County, Florida",1689,945,188,269,372,473,383,274,318,265,496,378
"G1200210","2012-2016","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12021",,,"Collier County, Florida",59783,37288,1089,2535,3662,4547,3697,3371,2895,4033,8536,2923,"Collier County, Florida",1045,1361,247,441,414,483,456,577,444,558,771,424
"G1200230","2012-2016","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12023",,,"Columbia County, Florida",42848,6645,328,683,635,873,733,337,416,442,1333,865,"Columbia County, Florida",2335,445,126,210,178,185,193,114,143,157,249,204
"G1200270","2012-2016","FL",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12027",,,"DeSoto County, Florida",35513,3586,84,313,278,452,310,376,176,430,624,543,"DeSoto County, Florida",1638,309,52,135,152,160,118,140,90,147,169,151
"G1200290","2012-2016","FL",,,"Florida","12","Dixie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12029",,,"Dixie County, Florida",34634,1409,93,61,48,177,105,85,120,89,227,404,"Dixie County, Florida",3417,309,63,67,31,99,90,76,88,59,112,168
"G1200310","2012-2016","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12031",,,"Duval County, Florida",49196,142765,3579,9172,16059,17090,16165,12891,10028,13237,35422,9122,"Duval County, Florida",662,1999,470,730,1183,820,1056,873,862,960,1263,741
"G1200330","2012-2016","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12033",,,"Escambia County, Florida",46117,46096,940,3035,4883,6548,5534,5063,3555,4843,8365,3330,"Escambia County, Florida",981,1245,235,318,512,631,630,635,526,540,654,381
"G1200350","2012-2016","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12035",,,"Flagler County, Florida",48898,8817,202,503,981,1119,1144,586,489,948,1919,926,"Flagler County, Florida",1356,618,115,161,213,282,246,158,143,277,319,204
"G1200370","2012-2016","FL",,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12037",,,"Franklin County, Florida",40301,1161,10,126,178,134,86,71,42,59,200,255,"Franklin County, Florida",2834,199,10,55,100,70,75,61,35,29,79,107
"G1200390","2012-2016","FL",,,"Florida","12","Gadsden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12039",,,"Gadsden County, Florida",38533,4873,234,182,347,443,411,378,318,435,744,1381,"Gadsden County, Florida",1689,349,102,92,113,143,149,158,147,161,189,282
"G1200410","2012-2016","FL",,,"Florida","12","Gilchrist County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12041",,,"Gilchrist County, Florida",40881,1102,75,121,115,64,55,121,86,24,238,203,"Gilchrist County, Florida",2944,177,54,74,70,40,33,84,50,23,80,82
"G1200430","2012-2016","FL",,,"Florida","12","Glades County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12043",,,"Glades County, Florida",34143,1015,49,38,96,55,41,181,69,66,194,226,"Glades County, Florida",3090,204,38,38,61,37,55,100,45,38,85,106
"G1200450","2012-2016","FL",,,"Florida","12","Gulf County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12045",,,"Gulf County, Florida",40822,1358,41,93,73,129,192,37,81,112,327,273,"Gulf County, Florida",3488,220,40,61,50,67,102,44,56,65,119,124
"G1200470","2012-2016","FL",,,"Florida","12","Hamilton County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12047",,,"Hamilton County, Florida",38980,1291,110,88,152,82,118,141,38,55,248,259,"Hamilton County, Florida",3542,211,79,71,79,62,86,88,43,47,91,101
"G1200490","2012-2016","FL",,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12049",,,"Hardee County, Florida",36222,2381,94,253,188,302,246,111,171,193,490,333,"Hardee County, Florida",2818,338,78,139,105,131,121,68,84,98,182,114
"G1200510","2012-2016","FL",,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12051",,,"Hendry County, Florida",37552,3811,374,221,542,490,306,166,125,297,875,415,"Hendry County, Florida",2424,474,159,129,217,194,174,84,105,166,262,158
"G1200530","2012-2016","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12053",,,"Hernando County, Florida",42274,15612,537,821,1623,1522,1813,1069,1131,1466,4158,1472,"Hernando County, Florida",1067,728,171,189,317,289,313,222,235,248,396,264
"G1200550","2012-2016","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12055",,,"Highlands County, Florida",35865,9883,310,537,659,1149,1191,728,570,1029,2470,1240,"Highlands County, Florida",981,693,126,196,179,245,229,207,175,224,338,275
"G1200570","2012-2016","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12057",,,"Hillsborough County, Florida",51681,208827,5358,13357,23895,26495,22618,18719,14534,20549,51332,11970,"Hillsborough County, Florida",427,2404,562,827,1170,1263,1109,1074,877,1005,1671,798
"G1200590","2012-2016","FL",,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12059",,,"Holmes County, Florida",37437,1376,17,75,48,155,116,39,48,137,345,396,"Holmes County, Florida",2785,203,15,45,36,74,67,28,31,72,98,126
"G1200610","2012-2016","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12061",,,"Indian River County, Florida",47446,14694,346,1044,1085,1736,1464,1502,1156,1595,3863,903,"Indian River County, Florida",1431,851,140,308,239,320,301,349,264,297,494,236
"G1200630","2012-2016","FL",,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12063",,,"Jackson County, Florida",35470,4879,159,183,525,714,375,364,203,404,831,1121,"Jackson County, Florida",1840,385,72,94,170,303,134,117,109,131,226,282
"G1200650","2012-2016","FL",,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12065",,,"Jefferson County, Florida",41696,1196,12,35,81,103,45,61,135,158,176,390,"Jefferson County, Florida",5005,183,17,29,52,59,37,52,69,74,86,124
"G1200670","2012-2016","FL",,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12067",,,"Lafayette County, Florida",36236,413,34,25,6,39,127,68,7,12,66,29,"Lafayette County, Florida",6429,148,29,36,11,38,125,67,14,22,43,23
"G1200690","2012-2016","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12069",,,"Lake County, Florida",47141,31754,896,1631,3341,4096,3558,2628,2028,3634,7928,2014,"Lake County, Florida",1136,1200,247,366,501,488,577,501,481,507,793,294
"G1200710","2012-2016","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12071",,,"Lee County, Florida",50390,80113,1917,5198,9677,9395,8812,6776,5067,7745,19653,5873,"Lee County, Florida",566,1601,298,552,730,680,639,608,513,564,1080,518
"G1200730","2012-2016","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12073",,,"Leon County, Florida",48248,53097,984,2894,5105,5468,5305,4688,3058,4740,17384,3471,"Leon County, Florida",874,1180,235,431,515,556,523,566,442,457,967,406
"G1200750","2012-2016","FL",,,"Florida","12","Levy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12075",,,"Levy County, Florida",35480,3820,110,366,394,345,236,289,244,241,751,844,"Levy County, Florida",1900,409,77,153,147,113,82,112,96,80,161,217
"G1200770","2012-2016","FL",,,"Florida","12","Liberty County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12077",,,"Liberty County, Florida",37917,575,85,50,65,82,28,19,23,27,25,171,"Liberty County, Florida",3285,143,52,35,49,46,24,22,32,20,26,93
"G1200790","2012-2016","FL",,,"Florida","12","Madison County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12079",,,"Madison County, Florida",29806,1432,25,100,92,86,95,84,107,182,313,348,"Madison County, Florida",2370,199,24,59,54,38,69,57,63,86,90,105
"G1200810","2012-2016","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12081",,,"Manatee County, Florida",51483,40884,1139,2107,4809,4466,4031,4074,2763,4388,10433,2674,"Manatee County, Florida",860,1390,223,293,514,475,495,411,408,410,714,379
"G1200830","2012-2016","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12083",,,"Marion County, Florida",40295,33299,1212,2813,3067,4028,2551,2689,1960,2790,8075,4114,"Marion County, Florida",694,1515,335,590,469,582,333,469,379,402,745,537
"G1200850","2012-2016","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12085",,,"Martin County, Florida",52622,15391,437,860,1634,1895,1557,1217,726,1538,4098,1429,"Martin County, Florida",1490,721,166,209,306,315,284,298,200,374,486,295
"G1200860","2012-2016","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12086",,,"Miami-Dade County, Florida",44224,404450,6935,15625,27396,36933,40991,35410,29805,43953,139128,28274,"Miami-Dade County, Florida",458,3297,618,763,1096,1531,1283,1317,1122,1709,2626,1306
"G1200870","2012-2016","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12087",,,"Monroe County, Florida",60303,11759,241,512,1047,1148,1307,1221,789,1263,3524,707,"Monroe County, Florida",1862,676,101,136,214,224,257,234,160,247,398,179
"G1200890","2012-2016","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12089",,,"Nassau County, Florida",59196,6976,220,542,678,836,611,874,408,710,1425,672,"Nassau County, Florida",3437,591,121,162,181,206,182,245,142,224,277,216
"G1200910","2012-2016","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12091",,,"Okaloosa County, Florida",57655,27950,718,2186,3004,3867,3054,2404,1747,2806,6005,2159,"Okaloosa County, Florida",1172,926,188,362,373,470,415,321,274,384,626,312
