GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QU1E001,QZZE001,QZZE002,QZZE003,QZZE004,QZZE005,QZZE006,QZZE007,QZZE008,QZZE009,QZZE010,QZZE011,NAME_M,QU1M001,QZZM001,QZZM002,QZZM003,QZZM004,QZZM005,QZZM006,QZZM007,QZZM008,QZZM009,QZZM010,QZZM011
"G4900210","2008-2012","UT",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49021",,,"Iron County, Utah",42296,5805,342,492,692,562,604,464,369,651,1085,544,"Iron County, Utah",2564,386,150,172,171,184,208,163,155,199,291,173
"G4900230","2008-2012","UT",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49023",,,"Juab County, Utah",53314,621,22,20,141,125,42,12,26,17,112,104,"Juab County, Utah",4141,114,21,20,77,58,29,19,29,20,71,33
"G4900250","2008-2012","UT",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49025",,,"Kane County, Utah",46979,595,47,70,41,74,72,51,70,70,42,58,"Kane County, Utah",4569,155,68,54,51,50,66,34,68,50,37,45
"G4900270","2008-2012","UT",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49027",,,"Millard County, Utah",47235,1030,96,61,133,100,101,49,25,64,146,255,"Millard County, Utah",3236,130,39,39,79,57,46,29,26,47,65,87
"G4900290","2008-2012","UT",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49029",,,"Morgan County, Utah",77159,338,14,54,32,25,27,49,5,22,59,51,"Morgan County, Utah",7944,90,16,38,28,24,30,38,10,24,59,30
"G4900310","2008-2012","UT",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49031",,,"Piute County, Utah",37273,89,4,2,13,10,3,6,0,17,11,23,"Piute County, Utah",7519,32,6,3,11,11,5,8,11,14,12,16
"G4900330","2008-2012","UT",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49033",,,"Rich County, Utah",49803,125,7,6,4,18,6,8,9,0,35,32,"Rich County, Utah",8522,45,11,6,5,16,9,11,13,11,28,26
"G4900350","2008-2012","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49035",,,"Salt Lake County, Utah",59626,110821,3171,9238,12612,14738,12451,10712,7306,9139,25782,5672,"Salt Lake County, Utah",608,1687,347,716,673,919,904,735,615,673,942,551
"G4900370","2008-2012","UT",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49037",,,"San Juan County, Utah",40186,808,112,119,47,66,89,18,10,41,141,165,"San Juan County, Utah",2407,104,69,58,37,39,43,24,11,31,71,62
"G4900390","2008-2012","UT",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49039",,,"Sanpete County, Utah",46214,1865,185,252,185,242,173,119,140,77,270,222,"Sanpete County, Utah",1681,225,77,89,75,100,76,57,73,43,100,84
"G4900410","2008-2012","UT",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49041",,,"Sevier County, Utah",45599,1450,66,240,191,168,181,96,72,81,179,176,"Sevier County, Utah",2413,184,54,96,87,64,78,56,56,51,79,79
"G4900430","2008-2012","UT",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49043",,,"Summit County, Utah",86515,3239,113,333,390,382,477,147,249,259,677,212,"Summit County, Utah",5813,442,80,124,123,151,192,72,159,106,237,93
"G4900450","2008-2012","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49045",,,"Tooele County, Utah",61933,4579,261,558,506,522,738,368,275,323,680,348,"Tooele County, Utah",1756,423,116,171,163,160,238,110,147,98,166,145
"G4900470","2008-2012","UT",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49047",,,"Uintah County, Utah",61850,2779,264,359,329,461,318,187,15,119,510,217,"Uintah County, Utah",2253,276,117,167,145,157,133,97,20,57,161,110
"G4900490","2008-2012","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49049",,,"Utah County, Utah",59864,44501,1414,3440,5063,5611,5014,3612,2718,4199,10819,2611,"Utah County, Utah",898,945,246,434,486,503,511,384,366,489,752,338
"G4900510","2008-2012","UT",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49051",,,"Wasatch County, Utah",65012,1711,53,114,199,180,186,87,224,119,422,127,"Wasatch County, Utah",3123,298,59,88,98,94,111,74,150,74,172,115
"G4900530","2008-2012","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49053",,,"Washington County, Utah",49145,14396,288,802,1270,1950,1648,1223,1075,1277,3318,1545,"Washington County, Utah",1580,755,129,224,276,379,296,285,231,266,542,333
"G4900550","2008-2012","UT",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49055",,,"Wayne County, Utah",44821,166,14,32,50,14,25,11,0,7,0,13,"Wayne County, Utah",8172,50,15,21,36,13,22,12,11,13,11,14
"G4900570","2008-2012","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49057",,,"Weber County, Utah",54923,22081,847,1940,3310,2889,2522,2007,1102,1501,4452,1511,"Weber County, Utah",870,814,206,300,332,379,353,366,234,260,487,255
"G5000010","2008-2012","VT",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50001",,,"Addison County, Vermont",57785,3670,119,286,489,438,338,369,167,218,840,406,"Addison County, Vermont",2013,248,54,71,107,120,85,103,49,70,170,108
"G5000030","2008-2012","VT",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50003",,,"Bennington County, Vermont",48938,4384,80,217,550,601,578,327,233,534,970,294,"Bennington County, Vermont",3310,351,50,74,124,161,147,104,87,150,217,84
"G5000050","2008-2012","VT",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50005",,,"Caledonia County, Vermont",44435,3513,158,117,339,370,328,364,172,325,939,401,"Caledonia County, Vermont",1860,270,82,52,114,108,107,112,63,94,177,106
"G5000070","2008-2012","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50007",,,"Chittenden County, Vermont",63900,21368,318,1182,2244,2663,2533,2245,1550,1821,5953,859,"Chittenden County, Vermont",1426,647,117,269,366,352,314,342,270,289,456,198
"G5000090","2008-2012","VT",,,"Vermont","50","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50009",,,"Essex County, Vermont",37214,496,5,16,52,51,44,24,44,51,120,89,"Essex County, Vermont",2445,72,7,15,25,27,20,13,24,29,36,29
"G5000110","2008-2012","VT",,,"Vermont","50","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50011",,,"Franklin County, Vermont",55051,4650,47,172,558,479,547,474,267,416,1177,513,"Franklin County, Vermont",1669,319,48,91,158,138,127,140,126,127,197,156
"G5000130","2008-2012","VT",,,"Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50013",,,"Grand Isle County, Vermont",60433,575,10,24,26,55,113,39,36,55,104,113,"Grand Isle County, Vermont",3127,112,15,16,20,32,63,28,25,32,53,46
"G5000150","2008-2012","VT",,,"Vermont","50","Lamoille County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50015",,,"Lamoille County, Vermont",54064,2905,39,250,260,332,337,180,276,171,691,369,"Lamoille County, Vermont",3222,258,34,94,115,120,96,74,131,74,197,110
"G5000170","2008-2012","VT",,,"Vermont","50","Orange County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50017",,,"Orange County, Vermont",53627,2209,74,93,225,258,181,264,165,213,456,280,"Orange County, Vermont",2727,260,32,37,78,77,63,87,74,74,127,73
"G5000190","2008-2012","VT",,,"Vermont","50","Orleans County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50019",,,"Orleans County, Vermont",41618,2629,82,130,257,298,216,218,112,270,608,438,"Orleans County, Vermont",1471,215,44,51,74,75,51,73,45,73,127,126
"G5000210","2008-2012","VT",,,"Vermont","50","Rutland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50021",,,"Rutland County, Vermont",48968,7992,210,565,955,847,1005,649,571,651,1991,548,"Rutland County, Vermont",1688,427,87,175,206,193,220,160,152,167,242,105
"G5000230","2008-2012","VT",,,"Vermont","50","Washington County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50023",,,"Washington County, Vermont",57276,6652,117,458,873,904,981,759,149,584,1353,474,"Washington County, Vermont",2378,406,57,112,202,169,208,226,59,164,229,127
"G5000250","2008-2012","VT",,,"Vermont","50","Windham County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50025",,,"Windham County, Vermont",51113,5883,161,471,751,866,767,583,373,408,987,516,"Windham County, Vermont",2269,422,103,172,183,170,176,158,99,108,184,120
"G5000270","2008-2012","VT",,,"Vermont","50","Windsor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50027",,,"Windsor County, Vermont",53124,7160,229,429,721,1011,901,798,263,477,1562,769,"Windsor County, Vermont",2565,495,113,116,173,189,184,184,128,154,258,144
"G5100010","2008-2012","VA",,,"Virginia","51","Accomack County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51001",,,"Accomack County, Virginia",40780,4216,230,320,506,482,485,199,152,108,818,916,"Accomack County, Virginia",2248,453,114,137,175,184,224,103,79,55,196,243
"G5100030","2008-2012","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51003",,,"Albemarle County, Virginia",67797,12901,377,977,1663,1637,1335,981,548,1176,2771,1436,"Albemarle County, Virginia",2442,815,119,224,327,275,254,240,171,257,372,260
"G5100050","2008-2012","VA",,,"Virginia","51","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51005",,,"Alleghany County, Virginia",46133,1234,96,113,212,79,95,120,21,71,228,199,"Alleghany County, Virginia",3214,184,70,74,94,46,53,73,36,58,89,82
"G5100070","2008-2012","VA",,,"Virginia","51","Amelia County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51007",,,"Amelia County, Virginia",50596,910,113,40,78,141,57,33,26,4,221,197,"Amelia County, Virginia",5072,239,101,56,90,98,49,53,42,9,122,94
"G5100090","2008-2012","VA",,,"Virginia","51","Amherst County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51009",,,"Amherst County, Virginia",45020,3069,158,402,508,321,179,240,105,129,518,509,"Amherst County, Virginia",2482,324,110,147,185,106,93,97,60,61,163,120
"G5100110","2008-2012","VA",,,"Virginia","51","Appomattox County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51011",,,"Appomattox County, Virginia",50092,1390,109,116,64,111,35,97,95,93,232,438,"Appomattox County, Virginia",4828,240,73,62,53,70,31,60,91,48,101,137
"G5100130","2008-2012","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51013",,,"Arlington County, Virginia",102459,50296,2104,4685,8567,8198,7013,4120,2982,3198,8161,1268,"Arlington County, Virginia",1899,1145,331,471,665,644,581,487,414,400,635,225
"G5100150","2008-2012","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51015",,,"Augusta County, Virginia",50971,5292,229,428,781,503,708,347,367,241,820,868,"Augusta County, Virginia",2225,518,136,175,235,146,181,211,159,120,240,224
"G5100170","2008-2012","VA",,,"Virginia","51","Bath County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51017",,,"Bath County, Virginia",51528,402,11,67,28,42,79,17,0,46,23,89,"Bath County, Virginia",4849,178,19,68,36,63,86,28,12,63,28,85
"G5100190","2008-2012","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51019",,,"Bedford County, Virginia",56906,4118,188,487,438,386,342,242,337,197,757,744,"Bedford County, Virginia",2648,383,105,173,158,127,112,104,148,103,210,195
"G5100210","2008-2012","VA",,,"Virginia","51","Bland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51021",,,"Bland County, Virginia",42658,433,17,37,74,56,25,27,0,0,55,142,"Bland County, Virginia",3237,120,19,36,70,61,28,40,17,17,49,76
"G5100230","2008-2012","VA",,,"Virginia","51","Botetourt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51023",,,"Botetourt County, Virginia",66053,1605,73,249,201,236,79,75,65,67,252,308,"Botetourt County, Virginia",2737,222,50,98,101,109,42,53,46,58,118,98
"G5100250","2008-2012","VA",,,"Virginia","51","Brunswick County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51025",,,"Brunswick County, Virginia",33859,1772,41,56,180,76,33,230,109,223,378,446,"Brunswick County, Virginia",2737,273,67,47,98,60,28,112,63,125,145,141
"G5100270","2008-2012","VA",,,"Virginia","51","Buchanan County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51027",,,"Buchanan County, Virginia",29821,2045,69,100,173,154,55,57,80,192,423,742,"Buchanan County, Virginia",2487,280,43,69,98,93,45,50,60,121,141,204
"G5100290","2008-2012","VA",,,"Virginia","51","Buckingham County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51029",,,"Buckingham County, Virginia",37843,1427,100,80,94,243,105,61,35,30,288,391,"Buckingham County, Virginia",3950,298,99,52,78,137,63,54,38,44,131,138
"G5100310","2008-2012","VA",,,"Virginia","51","Campbell County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51031",,,"Campbell County, Virginia",45432,5077,171,415,685,712,384,253,185,397,1126,749,"Campbell County, Virginia",2467,420,114,175,218,198,131,109,101,181,262,211
"G5100330","2008-2012","VA",,,"Virginia","51","Caroline County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51033",,,"Caroline County, Virginia",58044,1819,68,62,114,344,151,213,175,247,269,176,"Caroline County, Virginia",3515,236,47,46,74,144,78,107,113,99,112,110
"G5100350","2008-2012","VA",,,"Virginia","51","Carroll County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51035",,,"Carroll County, Virginia",33600,2750,80,122,290,178,238,206,118,153,539,826,"Carroll County, Virginia",2648,394,58,96,147,83,106,117,66,83,186,205
"G5100360","2008-2012","VA",,,"Virginia","51","Charles City County","036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51036",,,"Charles City County, Virginia",48208,498,10,50,44,26,57,32,34,37,73,135,"Charles City County, Virginia",3235,97,10,38,26,18,34,24,30,30,41,45
"G5100370","2008-2012","VA",,,"Virginia","51","Charlotte County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51037",,,"Charlotte County, Virginia",33562,1182,15,181,65,181,66,76,103,96,185,214,"Charlotte County, Virginia",3645,194,21,100,50,96,36,51,75,70,71,68
"G5100410","2008-2012","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51041",,,"Chesterfield County, Virginia",72363,25062,580,1951,3002,3126,3297,2784,1997,1992,4880,1453,"Chesterfield County, Virginia",1178,942,206,292,331,467,352,388,380,309,451,309
"G5100430","2008-2012","VA",,,"Virginia","51","Clarke County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51043",,,"Clarke County, Virginia",80186,1193,31,117,180,177,167,127,69,63,95,167,"Clarke County, Virginia",9423,211,26,71,122,100,95,95,56,60,62,88
"G5100450","2008-2012","VA",,,"Virginia","51","Craig County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51045",,,"Craig County, Virginia",47691,301,46,20,58,28,53,0,0,7,18,71,"Craig County, Virginia",6536,118,70,21,42,43,88,17,17,11,22,49
"G5100470","2008-2012","VA",,,"Virginia","51","Culpeper County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51047",,,"Culpeper County, Virginia",65567,4172,184,145,432,402,440,411,293,477,1077,311,"Culpeper County, Virginia",3292,404,121,75,127,164,150,174,123,165,301,125
"G5100490","2008-2012","VA",,,"Virginia","51","Cumberland County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51049",,,"Cumberland County, Virginia",43137,913,52,21,82,80,75,41,81,32,165,284,"Cumberland County, Virginia",8878,178,45,25,77,77,65,39,63,35,93,129
"G5100510","2008-2012","VA",,,"Virginia","51","Dickenson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51051",,,"Dickenson County, Virginia",32622,1370,146,76,36,60,86,75,57,142,268,424,"Dickenson County, Virginia",1729,200,81,51,27,42,55,49,53,86,90,119
"G5100530","2008-2012","VA",,,"Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51053",,,"Dinwiddie County, Virginia",51582,2379,44,250,158,370,348,104,93,283,328,401,"Dinwiddie County, Virginia",2271,312,44,119,86,154,128,83,54,120,130,142
"G5100570","2008-2012","VA",,,"Virginia","51","Essex County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51057",,,"Essex County, Virginia",42446,1042,29,72,105,77,178,17,36,100,258,170,"Essex County, Virginia",4163,169,30,78,68,48,90,28,29,63,86,72
"G5100590","2008-2012","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51059",,,"Fairfax County, Virginia",109383,117524,3075,9694,16229,18198,14221,11749,7743,10489,21911,4215,"Fairfax County, Virginia",1136,1807,412,748,1065,957,903,1049,677,856,973,477
"G5100610","2008-2012","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51061",,,"Fauquier County, Virginia",88687,4815,211,255,621,756,459,433,217,339,831,693,"Fauquier County, Virginia",3564,458,93,96,189,210,143,144,98,167,208,184
"G5100630","2008-2012","VA",,,"Virginia","51","Floyd County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51063",,,"Floyd County, Virginia",44038,1351,133,280,121,99,125,78,33,33,61,388,"Floyd County, Virginia",3428,283,106,144,96,60,85,51,56,36,47,157
"G5100650","2008-2012","VA",,,"Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51065",,,"Fluvanna County, Virginia",71181,1165,59,44,183,112,101,84,112,27,195,248,"Fluvanna County, Virginia",5405,239,47,43,107,70,71,84,77,34,117,111
"G5100670","2008-2012","VA",,,"Virginia","51","Franklin County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51067",,,"Franklin County, Virginia",45049,5242,155,541,518,756,277,481,242,378,963,931,"Franklin County, Virginia",2108,524,100,232,179,240,122,207,137,133,251,210
"G5100690","2008-2012","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51069",,,"Frederick County, Virginia",67694,5984,114,594,708,715,457,517,498,463,1263,655,"Frederick County, Virginia",3541,490,58,202,188,209,145,191,206,146,239,196
"G5100710","2008-2012","VA",,,"Virginia","51","Giles County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51071",,,"Giles County, Virginia",45231,1610,110,229,166,144,130,26,32,125,215,433,"Giles County, Virginia",3124,242,56,84,85,85,67,24,19,61,78,152
"G5100730","2008-2012","VA",,,"Virginia","51","Gloucester County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51073",,,"Gloucester County, Virginia",60752,2235,88,197,263,320,318,121,110,75,448,295,"Gloucester County, Virginia",3483,350,85,119,126,132,183,72,63,63,181,129
"G5100750","2008-2012","VA",,,"Virginia","51","Goochland County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51075",,,"Goochland County, Virginia",82683,662,26,50,93,117,40,76,16,30,101,113,"Goochland County, Virginia",6260,173,37,41,62,87,49,58,28,41,63,51
"G5100770","2008-2012","VA",,,"Virginia","51","Grayson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51077",,,"Grayson County, Virginia",31931,1525,172,73,124,111,149,96,24,105,286,385,"Grayson County, Virginia",2865,239,98,46,73,60,63,67,26,69,118,114
"G5100790","2008-2012","VA",,,"Virginia","51","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51079",,,"Greene County, Virginia",58804,1537,23,64,139,175,166,156,95,171,243,305,"Greene County, Virginia",4905,294,27,53,82,110,98,118,59,114,119,103
"G5100810","2008-2012","VA",,,"Virginia","51","Greensville County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51081",,,"Greensville County, Virginia",38423,983,22,69,112,74,46,52,123,53,163,269,"Greensville County, Virginia",5181,254,34,66,69,56,50,46,89,42,83,122
"G5100830","2008-2012","VA",,,"Virginia","51","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51083",,,"Halifax County, Virginia",35191,3829,147,311,300,306,257,219,369,351,835,734,"Halifax County, Virginia",2498,354,104,131,125,121,112,79,143,150,214,163
"G5100850","2008-2012","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51085",,,"Hanover County, Virginia",76719,5901,243,402,685,654,742,623,459,533,1008,552,"Hanover County, Virginia",1950,400,142,119,150,154,190,183,176,163,228,161
"G5100870","2008-2012","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51087",,,"Henrico County, Virginia",61300,42199,1319,3277,5189,5772,5358,3548,3025,3926,8962,1823,"Henrico County, Virginia",1045,1034,278,515,429,551,496,470,434,491,669,327
"G5100890","2008-2012","VA",,,"Virginia","51","Henry County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51089",,,"Henry County, Virginia",34373,5516,267,573,640,344,571,350,330,392,1093,956,"Henry County, Virginia",1196,496,127,188,194,162,194,128,119,114,234,243
"G5100910","2008-2012","VA",,,"Virginia","51","Highland County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51091",,,"Highland County, Virginia",50136,171,10,5,12,18,13,0,0,3,14,96,"Highland County, Virginia",8446,57,16,7,16,24,15,12,12,6,20,48
"G5100930","2008-2012","VA",,,"Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51093",,,"Isle of Wight County, Virginia",64491,2656,133,188,264,297,297,158,196,237,492,394,"Isle of Wight County, Virginia",2704,349,87,94,95,111,122,74,101,125,174,114
"G5100950","2008-2012","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51095",,,"James City County, Virginia",76767,6273,271,415,729,766,671,500,524,282,1531,584,"James City County, Virginia",2882,479,118,175,236,210,208,160,164,121,276,178
"G5100970","2008-2012","VA",,,"Virginia","51","King and Queen County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51097",,,"King and Queen County, Virginia",49410,663,45,172,43,80,102,0,0,33,96,92,"King and Queen County, Virginia",4105,153,48,82,41,44,67,17,17,31,60,70
"G5100990","2008-2012","VA",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51099",,,"King George County, Virginia",82195,2034,68,250,267,277,304,88,213,133,302,132,"King George County, Virginia",8030,277,46,103,119,110,138,39,122,76,127,63
"G5101010","2008-2012","VA",,,"Virginia","51","King William County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51101",,,"King William County, Virginia",63151,1014,0,58,163,123,49,84,11,129,218,179,"King William County, Virginia",4716,215,19,33,92,80,35,61,21,77,93,109
"G5101030","2008-2012","VA",,,"Virginia","51","Lancaster County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51103",,,"Lancaster County, Virginia",49516,1086,25,61,155,76,68,114,25,87,183,292,"Lancaster County, Virginia",5289,208,18,43,68,40,54,90,18,54,63,123
