GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AH1PE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH1PM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
"G4801970","2013-2017","TX",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48197",,,"Hardeman County, Texas",37995,383,28,24,49,40,23,53,4,0,26,136,"Hardeman County, Texas",4188,85,21,27,25,29,16,30,6,13,19,58
"G4801990","2013-2017","TX",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48199",,,"Hardin County, Texas",56131,3982,559,321,491,400,331,333,74,212,826,435,"Hardin County, Texas",3351,425,233,139,190,128,153,131,59,98,209,141
"G4802010","2013-2017","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48201",,,"Harris County, Texas",57791,707184,25388,61714,90229,89176,74245,61305,44168,63803,158668,38488,"Harris County, Texas",503,4408,1398,2243,2388,2339,2395,1922,1669,1984,3303,1766
"G4802030","2013-2017","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48203",,,"Harrison County, Texas",48644,6035,295,921,692,470,521,534,270,407,1098,827,"Harrison County, Texas",2576,552,131,195,214,141,182,176,136,148,227,203
"G4802050","2013-2017","TX",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48205",,,"Hartley County, Texas",64427,687,47,46,126,94,53,37,0,45,73,166,"Hartley County, Texas",4662,126,29,40,83,60,47,33,19,38,42,63
"G4802070","2013-2017","TX",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48207",,,"Haskell County, Texas",43529,473,38,9,25,22,21,39,18,103,53,145,"Haskell County, Texas",6157,135,31,9,34,23,24,29,18,76,41,65
"G4802090","2013-2017","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48209",,,"Hays County, Texas",62815,25803,559,1774,1900,3027,2611,2352,2180,2072,7393,1935,"Hays County, Texas",1681,928,196,379,327,509,467,394,419,399,776,381
"G4802110","2013-2017","TX",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48211",,,"Hemphill County, Texas",68679,429,12,62,75,74,2,29,12,12,52,99,"Hemphill County, Texas",8021,82,14,53,44,55,4,33,17,18,46,54
"G4802130","2013-2017","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48213",,,"Henderson County, Texas",44888,7491,429,724,696,633,656,634,340,498,1581,1300,"Henderson County, Texas",1447,463,171,173,198,170,196,181,122,146,290,298
"G4802150","2013-2017","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48215",,,"Hidalgo County, Texas",37097,75574,3433,6462,7048,7364,6673,5806,4211,6572,18751,9254,"Hidalgo County, Texas",803,1633,550,589,640,785,670,811,590,702,1122,738
"G4802170","2013-2017","TX",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48217",,,"Hill County, Texas",45970,3324,248,236,273,246,524,161,222,243,600,571,"Hill County, Texas",2801,261,118,80,82,78,114,54,86,105,126,111
"G4802190","2013-2017","TX",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48219",,,"Hockley County, Texas",49184,2532,123,312,237,248,382,85,149,225,300,471,"Hockley County, Texas",2913,268,56,109,86,75,130,44,86,88,118,121
"G4802210","2013-2017","TX",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48221",,,"Hood County, Texas",60275,5154,316,633,354,468,522,282,386,578,1098,517,"Hood County, Texas",2698,443,156,209,146,159,138,122,170,175,230,167
"G4802230","2013-2017","TX",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48223",,,"Hopkins County, Texas",47832,4078,213,507,376,482,251,208,224,286,847,684,"Hopkins County, Texas",1988,301,86,149,100,141,89,77,103,103,177,147
"G4802250","2013-2017","TX",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48225",,,"Houston County, Texas",33552,2607,41,109,125,146,252,139,118,362,889,426,"Houston County, Texas",2167,248,32,75,61,75,90,64,71,134,198,128
"G4802270","2013-2017","TX",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48227",,,"Howard County, Texas",50855,3524,315,382,331,377,324,269,130,338,595,463,"Howard County, Texas",2162,388,112,148,107,149,163,115,75,167,162,141
"G4802290","2013-2017","TX",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48229",,,"Hudspeth County, Texas",26346,225,42,33,21,0,18,0,5,20,28,58,"Hudspeth County, Texas",4472,64,27,29,17,13,22,13,7,19,24,27
"G4802310","2013-2017","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48231",,,"Hunt County, Texas",49319,9635,461,700,1190,739,948,885,484,754,2366,1108,"Hunt County, Texas",2246,584,155,172,255,180,221,225,152,200,359,198
"G4802330","2013-2017","TX",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48233",,,"Hutchinson County, Texas",50035,1597,76,203,131,184,109,110,117,66,263,338,"Hutchinson County, Texas",4099,226,48,89,69,94,56,54,85,50,91,112
"G4802350","2013-2017","TX",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48235",,,"Irion County, Texas",63021,134,14,15,28,14,13,5,0,8,22,15,"Irion County, Texas",10537,49,15,12,22,16,14,9,13,12,18,15
"G4802370","2013-2017","TX",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48237",,,"Jack County, Texas",52829,551,11,73,57,101,55,12,9,55,62,116,"Jack County, Texas",5647,133,12,41,45,71,35,20,11,41,36,60
"G4802390","2013-2017","TX",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48239",,,"Jackson County, Texas",58504,1582,118,137,345,144,86,113,23,48,347,221,"Jackson County, Texas",5746,221,80,89,120,81,52,64,28,37,118,86
"G4802410","2013-2017","TX",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48241",,,"Jasper County, Texas",41960,2977,73,212,238,177,224,447,89,349,336,832,"Jasper County, Texas",4187,360,54,122,111,86,108,162,56,144,142,201
"G4802430","2013-2017","TX",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48243",,,"Jeff Davis County, Texas",46534,198,35,6,55,18,8,0,0,0,7,69,"Jeff Davis County, Texas",10024,75,31,11,38,27,13,13,13,13,11,50
"G4802450","2013-2017","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48245",,,"Jefferson County, Texas",46315,35839,2259,2927,3916,3775,3418,3138,2179,2897,7593,3737,"Jefferson County, Texas",1252,889,357,460,579,460,447,520,413,416,682,436
"G4802470","2013-2017","TX",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48247",,,"Jim Hogg County, Texas",31403,382,22,29,8,10,42,59,17,25,86,84,"Jim Hogg County, Texas",4984,105,22,28,12,10,47,51,24,25,59,47
"G4802490","2013-2017","TX",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48249",,,"Jim Wells County, Texas",41103,4167,128,324,331,427,253,239,382,310,780,993,"Jim Wells County, Texas",3613,414,86,131,145,201,124,126,159,129,232,258
"G4802510","2013-2017","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48251",,,"Johnson County, Texas",60458,14486,487,1171,2066,2071,1340,1148,1043,1326,2475,1359,"Johnson County, Texas",1793,854,205,266,348,344,307,294,266,355,437,314
"G4802530","2013-2017","TX",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48253",,,"Jones County, Texas",48601,1473,57,321,94,202,94,22,33,110,156,384,"Jones County, Texas",5941,232,43,153,68,98,72,17,31,82,65,132
"G4802550","2013-2017","TX",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48255",,,"Karnes County, Texas",53051,1103,101,112,169,77,133,101,38,58,126,188,"Karnes County, Texas",5261,171,56,44,68,45,81,80,26,38,47,63
"G4802570","2013-2017","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48257",,,"Kaufman County, Texas",63926,8350,324,739,950,943,962,891,546,550,1691,754,"Kaufman County, Texas",2146,578,134,205,220,207,240,211,178,172,300,173
"G4802590","2013-2017","TX",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48259",,,"Kendall County, Texas",81023,3716,153,487,374,580,417,152,310,260,755,228,"Kendall County, Texas",5739,321,114,204,138,191,194,79,127,146,185,113
"G4802610","2013-2017","TX",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48261",,,"Kenedy County, Texas",24800,109,0,11,0,0,25,0,0,0,4,69,"Kenedy County, Texas",15011,46,13,13,13,13,30,13,13,13,7,35
"G4802630","2013-2017","TX",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48263",,,"Kent County, Texas",52250,73,19,0,2,0,0,0,0,0,21,31,"Kent County, Texas",12784,26,18,13,3,13,13,13,13,13,20,18
"G4802650","2013-2017","TX",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48265",,,"Kerr County, Texas",48698,5920,331,295,704,626,797,513,451,397,901,905,"Kerr County, Texas",2928,495,142,128,201,182,213,189,152,143,253,266
"G4802670","2013-2017","TX",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48267",,,"Kimble County, Texas",41095,483,33,16,36,48,40,92,15,11,81,111,"Kimble County, Texas",2463,122,34,15,28,43,32,55,15,13,45,62
"G4802690","2013-2017","TX",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48269",,,"King County, Texas",56964,81,11,4,0,7,3,2,0,0,1,53,"King County, Texas",20503,23,9,6,13,12,7,3,13,13,2,17
"G4802710","2013-2017","TX",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48271",,,"Kinney County, Texas",34926,272,14,0,84,8,46,34,0,0,32,54,"Kinney County, Texas",7639,101,15,13,58,11,43,39,13,13,35,50
"G4802730","2013-2017","TX",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48273",,,"Kleberg County, Texas",41700,5150,140,369,460,642,672,258,343,401,1149,716,"Kleberg County, Texas",3197,467,104,174,171,227,237,137,194,172,271,193
"G4802750","2013-2017","TX",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48275",,,"Knox County, Texas",46319,266,2,52,32,23,23,22,14,10,26,62,"Knox County, Texas",5444,55,4,32,20,19,15,19,14,12,22,24
"G4802770","2013-2017","TX",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48277",,,"Lamar County, Texas",42198,6812,263,614,826,743,659,564,440,381,1386,936,"Lamar County, Texas",2190,498,126,200,210,190,163,152,138,105,260,207
"G4802790","2013-2017","TX",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48279",,,"Lamb County, Texas",43712,1391,164,182,100,173,107,31,29,133,101,371,"Lamb County, Texas",2899,206,78,65,60,67,57,27,25,114,66,96
"G4802810","2013-2017","TX",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48281",,,"Lampasas County, Texas",54467,1990,136,213,285,203,167,110,100,163,400,213,"Lampasas County, Texas",3818,286,103,109,110,95,83,90,67,77,159,86
"G4802830","2013-2017","TX",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48283",,,"La Salle County, Texas",44601,679,10,90,86,13,56,0,0,32,66,326,"La Salle County, Texas",8414,192,13,78,91,21,50,19,19,43,73,161
"G4802850","2013-2017","TX",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48285",,,"Lavaca County, Texas",51708,1883,174,212,266,217,170,108,87,82,157,410,"Lavaca County, Texas",2822,207,82,73,86,66,62,50,54,52,75,102
"G4802870","2013-2017","TX",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48287",,,"Lee County, Texas",55741,1379,101,129,117,73,91,93,13,81,283,398,"Lee County, Texas",4948,189,78,76,74,55,55,65,20,59,123,139
"G4802890","2013-2017","TX",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48289",,,"Leon County, Texas",44875,1348,189,121,137,93,93,85,46,141,195,248,"Leon County, Texas",4612,290,122,60,77,70,69,39,31,97,125,125
"G4802910","2013-2017","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48291",,,"Liberty County, Texas",48344,6534,187,619,789,816,817,381,344,751,1118,712,"Liberty County, Texas",3470,567,109,226,241,274,220,184,161,293,281,222
"G4802930","2013-2017","TX",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48293",,,"Limestone County, Texas",40356,1991,137,187,251,186,130,187,97,160,364,292,"Limestone County, Texas",2445,215,68,64,122,77,70,83,41,72,122,88
"G4802950","2013-2017","TX",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48295",,,"Lipscomb County, Texas",59583,341,32,81,40,25,12,9,12,16,21,93,"Lipscomb County, Texas",7827,59,21,38,22,14,8,11,17,21,14,30
"G4802970","2013-2017","TX",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48297",,,"Live Oak County, Texas",51480,627,17,79,15,61,43,54,4,34,115,205,"Live Oak County, Texas",4529,180,18,49,24,37,30,44,10,40,60,116
"G4802990","2013-2017","TX",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48299",,,"Llano County, Texas",50524,2034,72,219,199,233,238,150,181,146,378,218,"Llano County, Texas",4101,302,62,122,99,113,116,83,104,86,172,87
"G4803010","2013-2017","TX",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48301",,,"Loving County, Texas",80938,15,2,0,0,3,0,0,0,2,0,8,"Loving County, Texas",32455,9,4,13,13,5,13,13,13,3,13,6
"G4803030","2013-2017","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48303",,,"Lubbock County, Texas",49078,48581,1631,3078,5327,5408,4716,4532,2390,4163,13212,4124,"Lubbock County, Texas",1138,1063,327,385,579,548,574,617,464,439,883,515
"G4803050","2013-2017","TX",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48305",,,"Lynn County, Texas",44922,672,67,17,18,61,80,45,5,23,88,268,"Lynn County, Texas",3955,104,38,16,16,43,42,32,7,17,52,80
"G4803070","2013-2017","TX",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48307",,,"McCulloch County, Texas",42367,745,19,64,100,59,44,46,25,24,227,137,"McCulloch County, Texas",7500,176,20,45,68,41,44,50,26,30,114,77
"G4803090","2013-2017","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48309",,,"McLennan County, Texas",46262,37068,1191,3513,3936,3943,3477,3023,2300,3026,9523,3136,"McLennan County, Texas",1239,885,267,474,468,470,486,429,334,425,701,403
"G4803110","2013-2017","TX",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48311",,,"McMullen County, Texas",71389,51,29,0,2,8,5,0,0,0,0,7,"McMullen County, Texas",19963,26,26,13,3,10,8,13,13,13,13,8
"G4803130","2013-2017","TX",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48313",,,"Madison County, Texas",44004,1105,89,93,203,33,81,115,21,38,170,262,"Madison County, Texas",4196,184,65,60,106,32,59,98,39,52,76,101
"G4803150","2013-2017","TX",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48315",,,"Marion County, Texas",36938,929,33,49,39,76,102,105,83,96,215,131,"Marion County, Texas",3112,188,40,42,32,55,63,64,66,71,101,54
"G4803170","2013-2017","TX",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48317",,,"Martin County, Texas",71115,374,31,47,26,42,0,37,3,10,28,150,"Martin County, Texas",10287,96,31,32,28,38,19,40,6,14,30,74
"G4803190","2013-2017","TX",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48319",,,"Mason County, Texas",40949,437,17,35,10,13,33,46,0,17,76,190,"Mason County, Texas",3689,104,19,26,17,22,34,45,13,19,51,79
"G4803210","2013-2017","TX",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48321",,,"Matagorda County, Texas",44896,4452,241,481,648,674,378,259,199,247,815,510,"Matagorda County, Texas",4175,426,103,167,217,222,150,114,114,112,257,147
"G4803230","2013-2017","TX",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48323",,,"Maverick County, Texas",37734,5246,333,641,559,836,580,159,182,478,815,663,"Maverick County, Texas",2701,398,158,242,187,247,181,85,99,197,230,156
"G4803250","2013-2017","TX",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48325",,,"Medina County, Texas",59305,2706,274,489,205,349,312,131,64,223,272,387,"Medina County, Texas",2261,348,130,191,95,155,166,70,43,116,121,116
"G4803270","2013-2017","TX",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48327",,,"Menard County, Texas",37917,321,25,34,16,22,34,7,24,18,30,111,"Menard County, Texas",11237,84,28,29,25,25,32,10,28,27,33,49
"G4803290","2013-2017","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48329",,,"Midland County, Texas",75815,18295,972,2119,2788,2321,1504,1799,1060,1515,3216,1001,"Midland County, Texas",3574,807,284,375,464,433,337,377,271,330,484,252
"G4803310","2013-2017","TX",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48331",,,"Milam County, Texas",41768,2993,168,275,273,223,348,195,284,217,420,590,"Milam County, Texas",2688,335,64,119,115,107,236,100,116,114,184,152
"G4803330","2013-2017","TX",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48333",,,"Mills County, Texas",46318,280,16,8,28,50,14,35,4,27,39,59,"Mills County, Texas",7679,75,21,13,20,36,14,35,5,23,26,29
"G4803350","2013-2017","TX",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48335",,,"Mitchell County, Texas",52194,634,115,40,138,71,35,43,2,24,55,111,"Mitchell County, Texas",3002,194,96,39,111,57,25,36,3,38,66,63
"G4803370","2013-2017","TX",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48337",,,"Montague County, Texas",46592,2260,115,275,117,159,158,237,190,134,362,513,"Montague County, Texas",4160,292,62,126,61,70,92,138,103,99,120,160
"G4803390","2013-2017","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48339",,,"Montgomery County, Texas",74323,53779,2669,5101,6390,7789,6628,4266,2871,4221,9721,4123,"Montgomery County, Texas",1461,1726,479,778,823,721,794,669,478,664,942,541
"G4803410","2013-2017","TX",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48341",,,"Moore County, Texas",52469,2431,124,434,484,293,133,279,29,223,281,151,"Moore County, Texas",3568,325,104,132,180,127,68,158,38,126,128,77
"G4803430","2013-2017","TX",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48343",,,"Morris County, Texas",40227,1292,90,153,79,143,163,157,81,59,211,156,"Morris County, Texas",4275,164,68,71,44,63,92,84,44,42,73,64
"G4803450","2013-2017","TX",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48345",,,"Motley County, Texas",40598,133,11,15,5,4,16,5,8,9,6,54,"Motley County, Texas",7989,38,11,15,5,8,15,9,11,8,11,25
"G4803470","2013-2017","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48347",,,"Nacogdoches County, Texas",41482,10517,482,614,1197,1475,631,637,622,969,2716,1174,"Nacogdoches County, Texas",2289,572,160,149,284,255,184,194,179,257,366,244
"G4803490","2013-2017","TX",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48349",,,"Navarro County, Texas",45103,5437,281,424,620,419,642,555,323,386,903,884,"Navarro County, Texas",2407,419,128,135,168,149,213,207,144,132,235,234
"G4803510","2013-2017","TX",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48351",,,"Newton County, Texas",40180,824,27,91,39,97,3,10,4,66,52,435,"Newton County, Texas",5490,181,25,56,47,65,5,23,7,58,32,138
"G4803530","2013-2017","TX",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48353",,,"Nolan County, Texas",42019,1707,53,205,302,223,183,92,180,91,171,207,"Nolan County, Texas",2694,231,35,94,124,82,97,56,88,52,70,86
"G4803550","2013-2017","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48355",,,"Nueces County, Texas",53317,54392,2343,4285,7057,6828,6004,4926,3088,4709,11645,3507,"Nueces County, Texas",981,1353,376,481,644,555,509,531,400,537,799,485
"G4803570","2013-2017","TX",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48357",,,"Ochiltree County, Texas",50120,987,54,152,215,101,86,107,11,44,57,160,"Ochiltree County, Texas",4332,168,44,68,90,74,55,85,17,44,48,89
"G4803590","2013-2017","TX",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48359",,,"Oldham County, Texas",62426,152,9,16,6,3,5,0,3,5,10,95,"Oldham County, Texas",7152,54,10,12,9,3,8,13,4,6,12,37
"G4803610","2013-2017","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48361",,,"Orange County, Texas",53667,7963,428,823,1052,1023,767,341,426,486,1475,1142,"Orange County, Texas",2201,664,161,249,293,273,222,111,157,144,280,266
"G4803630","2013-2017","TX",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48363",,,"Palo Pinto County, Texas",45067,3110,106,232,449,251,249,151,157,235,934,346,"Palo Pinto County, Texas",2933,267,55,102,157,116,83,76,73,79,175,104
"G4803650","2013-2017","TX",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48365",,,"Panola County, Texas",49704,2037,38,234,282,194,202,128,94,53,238,574,"Panola County, Texas",2693,324,34,130,130,111,92,95,69,38,105,183
"G4803670","2013-2017","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48367",,,"Parker County, Texas",70608,9880,424,995,985,1332,1091,880,499,777,1764,1133,"Parker County, Texas",2107,587,152,233,236,255,263,229,167,229,298,241
"G4803690","2013-2017","TX",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48369",,,"Parmer County, Texas",50410,1001,31,155,69,158,54,65,42,105,106,216,"Parmer County, Texas",4309,130,31,54,40,77,37,43,33,50,57,69
"G4803710","2013-2017","TX",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48371",,,"Pecos County, Texas",50543,1345,146,174,125,126,85,84,169,66,120,250,"Pecos County, Texas",6324,189,62,81,81,64,59,53,72,49,74,113
